taxonomicGroup,latitude,longitude,epbcStatus
Birds,-29.89465,151.6102,Vulnerable
Birds,-32.20645,148.9785,Vulnerable
Birds,-24.9526,148.7029,Vulnerable
Birds,-29.32282,150.436,Vulnerable
Birds,-31.89387,150.2753,Vulnerable
Birds,-27.29062,151.4272,Vulnerable
Birds,-32.01933,151.0443,Vulnerable
Birds,-29.57642,152.0993,Vulnerable
Birds,-29.49963,151.8005,Vulnerable
Birds,-29.56556,150.9251,Vulnerable
Birds,-29.56556,150.9251,Endangered
Birds,-24.72961,148.0197,Vulnerable
Birds,-31.20398,151.6701,Vulnerable
Birds,-30.56988,151.7841,Vulnerable
Birds,-30.56988,151.7841,Endangered
Birds,-26.13478,146.6501,Vulnerable
Birds,-29.11901,151.9613,Vulnerable
Birds,-29.11901,151.9613,Endangered
Birds,-30.39152,152.4019,Vulnerable
Birds,-29.39232,149.9337,Vulnerable
Birds,-18.56188,139.6039,Vulnerable
Birds,-16.91825,133.6136,Vulnerable
Birds,-19.45648,140.5732,Vulnerable
Birds,-25.94783,150.5969,Vulnerable
Birds,-28.41968,149.1786,Endangered
Birds,-29.36768,151.5534,Endangered
Birds,-29.36768,151.5534,Vulnerable
Birds,-30.45942,152.2201,Vulnerable
Birds,-29.94982,151.1765,Vulnerable
Birds,-35.60727899,141.5734114,Endangered
Birds,-35.59385181,148.3174358,Vulnerable
Birds,-33.59323988,140.4230709,Endangered
