imcraRegion,yearStart,yearEnd,griisStatus,recordCount,speciesCount
King Sound,2001,2005,Native,456,132
King Sound,2006,2010,Native,378,131
King Sound,2011,2015,Native,262,107
King Sound,2016,2020,Native,341,82
Leeuwin-Naturaliste,1900,1970,Introduced,73,45
Leeuwin-Naturaliste,1900,1970,Invasive,1,1
Leeuwin-Naturaliste,1900,1970,Native,7354,2280
Leeuwin-Naturaliste,1971,1975,Introduced,5,4
Leeuwin-Naturaliste,1971,1975,Native,3529,1166
Leeuwin-Naturaliste,1976,1980,Introduced,20,17
Leeuwin-Naturaliste,1976,1980,Invasive,1,1
Leeuwin-Naturaliste,1976,1980,Native,6772,979
Leeuwin-Naturaliste,1981,1985,Introduced,34,26
Leeuwin-Naturaliste,1981,1985,Native,3539,882
Leeuwin-Naturaliste,1986,1990,Introduced,73,52
Leeuwin-Naturaliste,1986,1990,Native,1405,663
Leeuwin-Naturaliste,1991,1995,Introduced,46,35
Leeuwin-Naturaliste,1991,1995,Invasive,6,3
Leeuwin-Naturaliste,1991,1995,Native,1588,716
Leeuwin-Naturaliste,1996,2000,Introduced,70,48
Leeuwin-Naturaliste,1996,2000,Invasive,2,1
Leeuwin-Naturaliste,1996,2000,Native,3729,749
Leeuwin-Naturaliste,2001,2005,Introduced,58,45
Leeuwin-Naturaliste,2001,2005,Invasive,1,1
Leeuwin-Naturaliste,2001,2005,Native,6882,777
Leeuwin-Naturaliste,2006,2010,Introduced,16,11
Leeuwin-Naturaliste,2006,2010,Native,10067,792
Leeuwin-Naturaliste,2011,2015,Introduced,12,10
Leeuwin-Naturaliste,2011,2015,Invasive,1,1
Leeuwin-Naturaliste,2011,2015,Native,12775,822
Leeuwin-Naturaliste,2016,2020,Introduced,28,14
Leeuwin-Naturaliste,2016,2020,Native,15051,1113
Lucinda-Mackay Coast,1900,1970,Introduced,31,21
Lucinda-Mackay Coast,1900,1970,Native,5868,2203
Lucinda-Mackay Coast,1971,1975,Introduced,1,1
Lucinda-Mackay Coast,1971,1975,Native,1833,900
Lucinda-Mackay Coast,1976,1980,Introduced,36,32
Lucinda-Mackay Coast,1976,1980,Invasive,1,1
Lucinda-Mackay Coast,1976,1980,Native,7011,1631
Lucinda-Mackay Coast,1981,1985,Introduced,1,1
Lucinda-Mackay Coast,1981,1985,Native,3745,1211
Lucinda-Mackay Coast,1986,1990,Introduced,10,8
Lucinda-Mackay Coast,1986,1990,Invasive,1,1
Lucinda-Mackay Coast,1986,1990,Native,2463,954
Lucinda-Mackay Coast,1991,1995,Introduced,48,33
Lucinda-Mackay Coast,1991,1995,Invasive,3,3
Lucinda-Mackay Coast,1991,1995,Native,4080,935
Lucinda-Mackay Coast,1996,2000,Introduced,11,9
Lucinda-Mackay Coast,1996,2000,Invasive,7,2
Lucinda-Mackay Coast,1996,2000,Native,11085,924
Lucinda-Mackay Coast,2001,2005,Introduced,8,7
Lucinda-Mackay Coast,2001,2005,Invasive,5,2
Lucinda-Mackay Coast,2001,2005,Native,14251,1395
Lucinda-Mackay Coast,2006,2010,Introduced,11,8
Lucinda-Mackay Coast,2006,2010,Invasive,1,1
Lucinda-Mackay Coast,2006,2010,Native,13172,795
Lucinda-Mackay Coast,2011,2015,Introduced,2,2
Lucinda-Mackay Coast,2011,2015,Native,165760,849
Lucinda-Mackay Coast,2016,2020,Introduced,16,12
Lucinda-Mackay Coast,2016,2020,Invasive,1,1
Lucinda-Mackay Coast,2016,2020,Native,9947,982
Mackay-Capricorn,1900,1970,Introduced,20,10
Mackay-Capricorn,1900,1970,Native,15005,3138
Mackay-Capricorn,1971,1975,Introduced,5,5
Mackay-Capricorn,1971,1975,Invasive,1,1
Mackay-Capricorn,1971,1975,Native,4279,1473
Mackay-Capricorn,1976,1980,Introduced,2,2
Mackay-Capricorn,1976,1980,Native,4725,1717
Mackay-Capricorn,1981,1985,Introduced,7,6
Mackay-Capricorn,1981,1985,Native,4000,1363
Mackay-Capricorn,1986,1990,Introduced,6,5
Mackay-Capricorn,1986,1990,Native,5623,750
Mackay-Capricorn,1991,1995,Native,5128,752
Mackay-Capricorn,1996,2000,Introduced,52,22
Mackay-Capricorn,1996,2000,Invasive,5,1
Mackay-Capricorn,1996,2000,Native,7009,866
Mackay-Capricorn,2001,2005,Introduced,2,1
Mackay-Capricorn,2001,2005,Invasive,4,1
Mackay-Capricorn,2001,2005,Native,18364,1366
Mackay-Capricorn,2006,2010,Introduced,33,24
Mackay-Capricorn,2006,2010,Invasive,1,1
Mackay-Capricorn,2006,2010,Native,18000,1169
Mackay-Capricorn,2011,2015,Introduced,4,4
Mackay-Capricorn,2011,2015,Native,149595,792
Mackay-Capricorn,2016,2020,Introduced,6,3
Mackay-Capricorn,2016,2020,Native,14965,851
Manning Shelf,1900,1970,Introduced,43,29
Manning Shelf,1900,1970,Invasive,2,2
Manning Shelf,1900,1970,Native,11453,2218
Manning Shelf,1971,1975,Introduced,7,5
Manning Shelf,1971,1975,Invasive,2,1
Manning Shelf,1971,1975,Native,2301,854
Manning Shelf,1976,1980,Introduced,16,7
Manning Shelf,1976,1980,Invasive,4,1
Manning Shelf,1976,1980,Native,4071,1155
Manning Shelf,1981,1985,Introduced,3,2
Manning Shelf,1981,1985,Invasive,8,4
Manning Shelf,1981,1985,Native,2305,792
Manning Shelf,1986,1990,Introduced,4,2
Manning Shelf,1986,1990,Native,5424,685
Manning Shelf,1991,1995,Introduced,17,8
Manning Shelf,1991,1995,Invasive,2,2
Manning Shelf,1991,1995,Native,9226,704
Manning Shelf,1996,2000,Introduced,3,3
Manning Shelf,1996,2000,Invasive,1,1
Manning Shelf,1996,2000,Native,4248,786
Manning Shelf,2001,2005,Introduced,13,12
Manning Shelf,2001,2005,Invasive,5,5
Manning Shelf,2001,2005,Native,6218,956
Manning Shelf,2006,2010,Introduced,8,7
Manning Shelf,2006,2010,Invasive,22,3
Manning Shelf,2006,2010,Native,19334,1045
Manning Shelf,2011,2015,Introduced,32,8
Manning Shelf,2011,2015,Invasive,17,3
Manning Shelf,2011,2015,Native,49605,1083
Manning Shelf,2016,2020,Introduced,48,7
Manning Shelf,2016,2020,Invasive,2,1
Manning Shelf,2016,2020,Native,23049,1361
Murat,1900,1970,Introduced,10,8
Murat,1900,1970,Native,2081,761
Murat,1971,1975,Introduced,7,4
Murat,1971,1975,Invasive,1,1
Murat,1971,1975,Native,1968,665
Murat,1976,1980,Introduced,2,2
Murat,1976,1980,Native,1025,339
Murat,1981,1985,Introduced,19,10
Murat,1981,1985,Invasive,34,1
Murat,1981,1985,Native,2032,360
Murat,1986,1990,Introduced,11,11
Murat,1986,1990,Native,147,88
Murat,1991,1995,Introduced,1,1
Murat,1991,1995,Invasive,3,1
Murat,1991,1995,Native,846,225
Murat,1996,2000,Native,773,184
Murat,2001,2005,Introduced,7,7
Murat,2001,2005,Invasive,2,1
Murat,2001,2005,Native,987,325
Murat,2006,2010,Introduced,1,1
Murat,2006,2010,Native,1226,184
Murat,2011,2015,Introduced,16,3
Murat,2011,2015,Native,2923,200
Murat,2016,2020,Native,419,99
Ningaloo,1900,1970,Native,1374,630
Ningaloo,1971,1975,Native,423,263
Ningaloo,1976,1980,Native,992,365
Ningaloo,1981,1985,Native,893,391
Ningaloo,1986,1990,Native,255,113
Ningaloo,1991,1995,Native,317,126
Ningaloo,1996,2000,Native,1748,348
Ningaloo,2001,2005,Native,1398,479
Ningaloo,2006,2010,Native,96253,1314
Ningaloo,2011,2015,Native,139992,653
Ningaloo,2016,2020,Invasive,1,1
Ningaloo,2016,2020,Native,16831,787
North Spencer Gulf,1900,1970,Introduced,10,7
North Spencer Gulf,1900,1970,Native,429,259
North Spencer Gulf,1971,1975,Introduced,13,12
North Spencer Gulf,1971,1975,Native,544,304
North Spencer Gulf,1976,1980,Native,1300,229
North Spencer Gulf,1981,1985,Native,336,160
North Spencer Gulf,1986,1990,Introduced,5,5
North Spencer Gulf,1986,1990,Native,432,107
North Spencer Gulf,1991,1995,Introduced,1,1
North Spencer Gulf,1991,1995,Native,158,82
North Spencer Gulf,1996,2000,Introduced,15,12
North Spencer Gulf,1996,2000,Invasive,1,1
North Spencer Gulf,1996,2000,Native,2056,235
North Spencer Gulf,2001,2005,Introduced,1,1
North Spencer Gulf,2001,2005,Native,1019,195
North Spencer Gulf,2006,2010,Native,1061,268
North Spencer Gulf,2011,2015,Native,439,131
North Spencer Gulf,2016,2020,Native,653,184
Northwest Shelf,1900,1970,Native,5724,466
Northwest Shelf,1971,1975,Native,1098,201
Northwest Shelf,1976,1980,Native,5967,525
Northwest Shelf,1981,1985,Introduced,1,1
Northwest Shelf,1981,1985,Native,23076,1737
Northwest Shelf,1986,1990,Native,10384,539
Northwest Shelf,1991,1995,Native,4343,434
Northwest Shelf,1996,2000,Native,2469,387
Northwest Shelf,2001,2005,Native,117,48
Northwest Shelf,2006,2010,Introduced,3,2
Northwest Shelf,2006,2010,Native,2695,618
Northwest Shelf,2011,2015,Introduced,3,1
Northwest Shelf,2011,2015,Native,961,163
Northwest Shelf,2016,2020,Native,2142,418
Oceanic Shoals,1900,1970,Native,1625,188
Oceanic Shoals,1971,1975,Native,312,118
Oceanic Shoals,1976,1980,Native,2642,381
Oceanic Shoals,1981,1985,Native,416,148
Oceanic Shoals,1986,1990,Introduced,17,6
Oceanic Shoals,1986,1990,Invasive,9,1
Oceanic Shoals,1986,1990,Native,913,403
Oceanic Shoals,1991,1995,Native,186,98
Oceanic Shoals,1996,2000,Native,5944,328
Oceanic Shoals,2001,2005,Native,1096,41
Oceanic Shoals,2006,2010,Native,1048,384
Oceanic Shoals,2011,2015,Native,1147,324
Oceanic Shoals,2016,2020,Native,40,14
Otway,1900,1970,Introduced,110,52
Otway,1900,1970,Invasive,7,2
Otway,1900,1970,Native,35979,1890
Otway,1971,1975,Introduced,50,45
Otway,1971,1975,Invasive,8,3
Otway,1971,1975,Native,8818,1139
Otway,1976,1980,Introduced,244,104
Otway,1976,1980,Invasive,10,5
Otway,1976,1980,Native,17316,1638
Otway,1981,1985,Introduced,56,29
Otway,1981,1985,Invasive,3,2
Otway,1981,1985,Native,6920,1395
Otway,1986,1990,Introduced,36,29
Otway,1986,1990,Invasive,2,2
Otway,1986,1990,Native,7546,943
Otway,1991,1995,Introduced,24,16
Otway,1991,1995,Invasive,1,1
Otway,1991,1995,Native,6489,758
Otway,1996,2000,Introduced,183,53
Otway,1996,2000,Invasive,34,4
Otway,1996,2000,Native,12379,1086
Otway,2001,2005,Introduced,21,9
Otway,2001,2005,Invasive,18,3
Otway,2001,2005,Native,11932,665
Otway,2006,2010,Introduced,73,53
Otway,2006,2010,Invasive,1,1
Otway,2006,2010,Native,11181,798
Otway,2011,2015,Introduced,17,11
Otway,2011,2015,Invasive,204,2
Otway,2011,2015,Native,12651,992
Otway,2016,2020,Introduced,23,15
Otway,2016,2020,Native,18732,641
Pellew,1900,1970,Native,1323,364
Pellew,1971,1975,Introduced,1,1
Pellew,1971,1975,Native,490,241
Pellew,1976,1980,Introduced,1,1
Pellew,1976,1980,Invasive,1,1
Pellew,1976,1980,Native,952,332
Pellew,1981,1985,Native,935,202
Pellew,1986,1990,Introduced,2,2
Pellew,1986,1990,Native,860,405
Pellew,1991,1995,Invasive,2,1
Pellew,1991,1995,Native,2855,201
Pellew,1996,2000,Native,7237,464
Pellew,2001,2005,Introduced,11,8
Pellew,2001,2005,Invasive,2,1
Pellew,2001,2005,Native,1278,137
Pellew,2006,2010,Invasive,2,1
Pellew,2006,2010,Native,858,89
Pellew,2011,2015,Invasive,2,1
Pellew,2011,2015,Native,648,94
Pellew,2016,2020,Introduced,2,1
Pellew,2016,2020,Native,611,138
Pilbarra (nearshore),1900,1970,Introduced,2,1
Pilbarra (nearshore),1900,1970,Native,1915,958
Pilbarra (nearshore),1971,1975,Native,1705,898
Pilbarra (nearshore),1976,1980,Introduced,1,1
Pilbarra (nearshore),1976,1980,Native,1513,567
Pilbarra (nearshore),1981,1985,Introduced,3,2
Pilbarra (nearshore),1981,1985,Native,1016,630
Pilbarra (nearshore),1986,1990,Native,709,395
Pilbarra (nearshore),1991,1995,Introduced,2,1
Pilbarra (nearshore),1991,1995,Native,1301,402
Pilbarra (nearshore),1996,2000,Native,4970,1253
Pilbarra (nearshore),2001,2005,Native,1290,378
Pilbarra (nearshore),2006,2010,Introduced,4,2
Pilbarra (nearshore),2006,2010,Native,2571,358
Pilbarra (nearshore),2011,2015,Native,27571,781
Pilbarra (nearshore),2016,2020,Native,7972,715
Pilbarra (offshore),1900,1970,Native,1617,493
Pilbarra (offshore),1971,1975,Native,749,317
Pilbarra (offshore),1976,1980,Introduced,1,1
Pilbarra (offshore),1976,1980,Native,3355,619
Pilbarra (offshore),1981,1985,Invasive,1,1
Pilbarra (offshore),1981,1985,Native,12933,1316
Pilbarra (offshore),1986,1990,Introduced,1,1
Pilbarra (offshore),1986,1990,Native,8557,722
Pilbarra (offshore),1991,1995,Native,3968,764
Pilbarra (offshore),1996,2000,Native,2092,440
Pilbarra (offshore),2001,2005,Native,608,317
Pilbarra (offshore),2006,2010,Native,1279,483
Pilbarra (offshore),2011,2015,Introduced,1,1
Pilbarra (offshore),2011,2015,Native,35780,699
Pilbarra (offshore),2016,2020,Native,2873,482
Pompey-Swains,1900,1970,Native,1942,991
Pompey-Swains,1971,1975,Native,342,228
Pompey-Swains,1976,1980,Native,750,271
Pompey-Swains,1981,1985,Native,1850,814
Pompey-Swains,1986,1990,Native,2083,379
Pompey-Swains,1991,1995,Native,11193,443
Pompey-Swains,1996,2000,Native,19133,644
Pompey-Swains,2001,2005,Native,26527,1304
Pompey-Swains,2006,2010,Native,26909,260
Pompey-Swains,2011,2015,Native,21328,363
Pompey-Swains,2016,2020,Native,12201,443
Ribbons,1900,1970,Introduced,2,2
Ribbons,1900,1970,Native,4582,1520
Ribbons,1971,1975,Introduced,3,3
Ribbons,1971,1975,Native,7536,2077
Ribbons,1976,1980,Introduced,1,1
Ribbons,1976,1980,Native,6527,2095
Ribbons,1981,1985,Native,6533,1901
Ribbons,1986,1990,Introduced,6,6
Ribbons,1986,1990,Native,2261,731
Ribbons,1991,1995,Introduced,8,5
Ribbons,1991,1995,Native,43605,1609
Ribbons,1996,2000,Native,20446,620
Ribbons,2001,2005,Introduced,1,1
Ribbons,2001,2005,Invasive,1,1
Ribbons,2001,2005,Native,35178,2226
Ribbons,2006,2010,Introduced,118,1
Ribbons,2006,2010,Native,25451,1850
Ribbons,2011,2015,Native,35329,1995
Ribbons,2016,2020,Introduced,7,4
Ribbons,2016,2020,Native,22939,1684
Shark Bay,1900,1970,Introduced,2,2
Shark Bay,1900,1970,Native,3285,635
Shark Bay,1971,1975,Introduced,11,10
Shark Bay,1971,1975,Native,501,344
Shark Bay,1976,1980,Introduced,2,1
Shark Bay,1976,1980,Native,668,252
Shark Bay,1981,1985,Native,518,260
Shark Bay,1986,1990,Introduced,14,9
Shark Bay,1986,1990,Native,376,236
Shark Bay,1991,1995,Native,412,212
Shark Bay,1996,2000,Introduced,6,5
Shark Bay,1996,2000,Native,654,199
Shark Bay,2001,2005,Introduced,3,2
Shark Bay,2001,2005,Native,1508,264
Shark Bay,2006,2010,Native,1476,334
Shark Bay,2011,2015,Native,700,176
Shark Bay,2016,2020,Invasive,1,1
Shark Bay,2016,2020,Native,1529,201
Shoalwater Coast,1900,1970,Introduced,23,19
Shoalwater Coast,1900,1970,Invasive,1,1
Shoalwater Coast,1900,1970,Native,4409,1794
Shoalwater Coast,1971,1975,Introduced,2,2
Shoalwater Coast,1971,1975,Invasive,2,2
Shoalwater Coast,1971,1975,Native,1092,678
Shoalwater Coast,1976,1980,Introduced,51,38
Shoalwater Coast,1976,1980,Invasive,2,2
Shoalwater Coast,1976,1980,Native,2259,832
Shoalwater Coast,1981,1985,Introduced,6,5
Shoalwater Coast,1981,1985,Native,754,445
Shoalwater Coast,1986,1990,Introduced,15,7
Shoalwater Coast,1986,1990,Invasive,2,2
Shoalwater Coast,1986,1990,Native,1201,501
Shoalwater Coast,1991,1995,Introduced,39,26
Shoalwater Coast,1991,1995,Invasive,1,1
Shoalwater Coast,1991,1995,Native,2300,957
Shoalwater Coast,1996,2000,Introduced,4,3
Shoalwater Coast,1996,2000,Invasive,33,1
Shoalwater Coast,1996,2000,Native,3832,448
Shoalwater Coast,2001,2005,Introduced,21,9
Shoalwater Coast,2001,2005,Invasive,11,1
Shoalwater Coast,2001,2005,Native,11744,1361
Shoalwater Coast,2006,2010,Introduced,1,1
Shoalwater Coast,2006,2010,Native,6855,483
Shoalwater Coast,2011,2015,Introduced,13,1
Shoalwater Coast,2011,2015,Native,20757,408
Shoalwater Coast,2016,2020,Introduced,32,13
Shoalwater Coast,2016,2020,Invasive,1,1
Shoalwater Coast,2016,2020,Native,3372,525
Spencer Gulf,1900,1970,Introduced,28,16
Spencer Gulf,1900,1970,Invasive,2,2
Spencer Gulf,1900,1970,Native,1613,818
Spencer Gulf,1971,1975,Introduced,13,12
Spencer Gulf,1971,1975,Invasive,1,1
Spencer Gulf,1971,1975,Native,853,377
Spencer Gulf,1976,1980,Introduced,2,2
Spencer Gulf,1976,1980,Invasive,1,1
Spencer Gulf,1976,1980,Native,673,234
Spencer Gulf,1981,1985,Introduced,15,7
Spencer Gulf,1981,1985,Invasive,14,1
Spencer Gulf,1981,1985,Native,887,425
Spencer Gulf,1986,1990,Introduced,2,2
Spencer Gulf,1986,1990,Invasive,2,1
Spencer Gulf,1986,1990,Native,200,87
Spencer Gulf,1991,1995,Introduced,5,3
Spencer Gulf,1991,1995,Native,243,132
Spencer Gulf,1996,2000,Introduced,16,9
Spencer Gulf,1996,2000,Invasive,3,1
Spencer Gulf,1996,2000,Native,2458,288
Spencer Gulf,2001,2005,Introduced,1,1
Spencer Gulf,2001,2005,Native,3376,300
Spencer Gulf,2006,2010,Native,2912,368
Spencer Gulf,2011,2015,Introduced,12,9
Spencer Gulf,2011,2015,Invasive,200,1
Spencer Gulf,2011,2015,Native,1762,323
Spencer Gulf,2016,2020,Introduced,2,2
Spencer Gulf,2016,2020,Invasive,503,2
Spencer Gulf,2016,2020,Native,1351,362
St Vincent Gulf,1900,1970,Introduced,135,88
St Vincent Gulf,1900,1970,Invasive,3,1
St Vincent Gulf,1900,1970,Native,9488,2056
St Vincent Gulf,1971,1975,Introduced,42,33
St Vincent Gulf,1971,1975,Invasive,4,1
St Vincent Gulf,1971,1975,Native,2506,1010
St Vincent Gulf,1976,1980,Introduced,88,55
St Vincent Gulf,1976,1980,Invasive,3,2
St Vincent Gulf,1976,1980,Native,5886,1251
St Vincent Gulf,1981,1985,Introduced,41,23
St Vincent Gulf,1981,1985,Invasive,12,2
St Vincent Gulf,1981,1985,Native,8060,893
St Vincent Gulf,1986,1990,Introduced,26,25
St Vincent Gulf,1986,1990,Invasive,21,2
St Vincent Gulf,1986,1990,Native,4432,608
St Vincent Gulf,1991,1995,Introduced,46,37
St Vincent Gulf,1991,1995,Invasive,2,2
St Vincent Gulf,1991,1995,Native,3736,832
St Vincent Gulf,1996,2000,Introduced,43,31
St Vincent Gulf,1996,2000,Invasive,3,2
St Vincent Gulf,1996,2000,Native,5390,654
St Vincent Gulf,2001,2005,Introduced,55,35
St Vincent Gulf,2001,2005,Invasive,17,3
St Vincent Gulf,2001,2005,Native,8967,935
St Vincent Gulf,2006,2010,Introduced,7,7
St Vincent Gulf,2006,2010,Invasive,3,3
St Vincent Gulf,2006,2010,Native,10018,766
St Vincent Gulf,2011,2015,Introduced,13,7
St Vincent Gulf,2011,2015,Invasive,99,3
St Vincent Gulf,2011,2015,Native,22253,984
St Vincent Gulf,2016,2020,Introduced,47,26
St Vincent Gulf,2016,2020,Invasive,6,3
St Vincent Gulf,2016,2020,Native,23149,1465
Tiwi,1900,1970,Native,299,195
Tiwi,1971,1975,Native,88,60
Tiwi,1976,1980,Native,139,97
Tiwi,1981,1985,Introduced,1,1
Tiwi,1981,1985,Native,117,80
Tiwi,1986,1990,Introduced,4,3
Tiwi,1986,1990,Native,232,142
Tiwi,1991,1995,Introduced,19,14
Tiwi,1991,1995,Invasive,1,1
Tiwi,1991,1995,Native,1014,291
Tiwi,1996,2000,Introduced,6,5
Tiwi,1996,2000,Native,1764,673
Tiwi,2001,2005,Introduced,20,14
Tiwi,2001,2005,Invasive,1,1
Tiwi,2001,2005,Native,531,110
Tiwi,2006,2010,Native,86,37
Tiwi,2011,2015,Introduced,15,11
Tiwi,2011,2015,Native,76,28
Tiwi,2016,2020,Native,7,5
Torres Strait,1900,1970,Native,500,312
Torres Strait,1971,1975,Introduced,6,6
Torres Strait,1971,1975,Native,1672,526
Torres Strait,1976,1980,Introduced,2,2
Torres Strait,1976,1980,Native,2479,894
Torres Strait,1981,1985,Introduced,8,5
Torres Strait,1981,1985,Invasive,3,1
Torres Strait,1981,1985,Native,723,354
Torres Strait,1986,1990,Introduced,1,1
Torres Strait,1986,1990,Native,662,384
Torres Strait,1991,1995,Introduced,7,6
Torres Strait,1991,1995,Native,1782,475
Torres Strait,1996,2000,Introduced,24,15
Torres Strait,1996,2000,Invasive,3,2
Torres Strait,1996,2000,Native,4020,420
Torres Strait,2001,2005,Introduced,21,15
Torres Strait,2001,2005,Invasive,4,1
Torres Strait,2001,2005,Native,3414,572
Torres Strait,2006,2010,Introduced,9,5
Torres Strait,2006,2010,Native,664,204
Torres Strait,2011,2015,Introduced,11,7
Torres Strait,2011,2015,Native,3767,485
Torres Strait,2016,2020,Introduced,5,5
Torres Strait,2016,2020,Invasive,1,1
Torres Strait,2016,2020,Native,2492,304
Tweed-Moreton,1900,1970,Introduced,92,53
Tweed-Moreton,1900,1970,Invasive,2,2
Tweed-Moreton,1900,1970,Native,28427,4707
Tweed-Moreton,1971,1975,Introduced,44,33
Tweed-Moreton,1971,1975,Invasive,6,4
Tweed-Moreton,1971,1975,Native,12282,2376
Tweed-Moreton,1976,1980,Introduced,34,24
Tweed-Moreton,1976,1980,Invasive,7,3
Tweed-Moreton,1976,1980,Native,16406,2579
Tweed-Moreton,1981,1985,Introduced,29,19
Tweed-Moreton,1981,1985,Invasive,11,3
Tweed-Moreton,1981,1985,Native,9741,2341
Tweed-Moreton,1986,1990,Introduced,62,29
Tweed-Moreton,1986,1990,Invasive,5,4
Tweed-Moreton,1986,1990,Native,17392,1971
Tweed-Moreton,1991,1995,Introduced,17,12
Tweed-Moreton,1991,1995,Invasive,13,5
Tweed-Moreton,1991,1995,Native,24625,2458
Tweed-Moreton,1996,2000,Introduced,75,40
Tweed-Moreton,1996,2000,Invasive,29,4
Tweed-Moreton,1996,2000,Native,23567,2112
Tweed-Moreton,2001,2005,Introduced,170,84
Tweed-Moreton,2001,2005,Invasive,30,6
Tweed-Moreton,2001,2005,Native,30814,2469
Tweed-Moreton,2006,2010,Introduced,17,12
Tweed-Moreton,2006,2010,Invasive,3,2
Tweed-Moreton,2006,2010,Native,41601,1831
Tweed-Moreton,2011,2015,Introduced,8,4
Tweed-Moreton,2011,2015,Invasive,2,2
Tweed-Moreton,2011,2015,Native,71915,1812
Tweed-Moreton,2016,2020,Introduced,90,35
Tweed-Moreton,2016,2020,Invasive,15,6
Tweed-Moreton,2016,2020,Native,98782,2914
Twofold Shelf,1900,1970,Introduced,138,56
Twofold Shelf,1900,1970,Invasive,11,3
Twofold Shelf,1900,1970,Native,46699,2766
Twofold Shelf,1971,1975,Introduced,26,16
Twofold Shelf,1971,1975,Invasive,14,2
Twofold Shelf,1971,1975,Native,6989,1680
Twofold Shelf,1976,1980,Introduced,50,29
Twofold Shelf,1976,1980,Invasive,19,4
Twofold Shelf,1976,1980,Native,20542,1381
Twofold Shelf,1981,1985,Introduced,63,42
Twofold Shelf,1981,1985,Invasive,5,3
Twofold Shelf,1981,1985,Native,12154,1947
Twofold Shelf,1986,1990,Introduced,35,16
Twofold Shelf,1986,1990,Invasive,10,4
Twofold Shelf,1986,1990,Native,8404,1431
Twofold Shelf,1991,1995,Introduced,27,15
Twofold Shelf,1991,1995,Invasive,2,2
Twofold Shelf,1991,1995,Native,14793,1699
Twofold Shelf,1996,2000,Introduced,47,9
Twofold Shelf,1996,2000,Invasive,1,1
Twofold Shelf,1996,2000,Native,14216,1371
Twofold Shelf,2001,2005,Introduced,4,3
Twofold Shelf,2001,2005,Invasive,5,2
Twofold Shelf,2001,2005,Native,6199,814
Twofold Shelf,2006,2010,Introduced,40,17
Twofold Shelf,2006,2010,Invasive,8,3
Twofold Shelf,2006,2010,Native,15536,810
Twofold Shelf,2011,2015,Introduced,13,8
Twofold Shelf,2011,2015,Invasive,2,2
Twofold Shelf,2011,2015,Native,11352,891
Twofold Shelf,2016,2020,Introduced,4,2
Twofold Shelf,2016,2020,Invasive,2,1
Twofold Shelf,2016,2020,Native,15304,1065
Van Diemens Gulf,1900,1970,Native,368,200
Van Diemens Gulf,1971,1975,Native,128,77
Van Diemens Gulf,1976,1980,Native,1154,381
Van Diemens Gulf,1981,1985,Native,273,172
Van Diemens Gulf,1986,1990,Introduced,1,1
Van Diemens Gulf,1986,1990,Native,389,178
Van Diemens Gulf,1991,1995,Introduced,5,4
Van Diemens Gulf,1991,1995,Invasive,3,2
Van Diemens Gulf,1991,1995,Native,2227,286
Van Diemens Gulf,1996,2000,Invasive,2,1
Van Diemens Gulf,1996,2000,Native,1566,350
Van Diemens Gulf,2001,2005,Invasive,18,1
Van Diemens Gulf,2001,2005,Native,665,350
Van Diemens Gulf,2006,2010,Native,285,14
Van Diemens Gulf,2011,2015,Native,326,96
Van Diemens Gulf,2016,2020,Native,193,60
Victorian Embayments,1900,1970,Introduced,255,70
Victorian Embayments,1900,1970,Invasive,34,6
Victorian Embayments,1900,1970,Native,37064,3110
Victorian Embayments,1971,1975,Introduced,103,17
Victorian Embayments,1971,1975,Invasive,22,1
Victorian Embayments,1971,1975,Native,22325,1795
Victorian Embayments,1976,1980,Introduced,175,70
Victorian Embayments,1976,1980,Invasive,20,5
Victorian Embayments,1976,1980,Native,63500,1546
Victorian Embayments,1981,1985,Introduced,255,71
Victorian Embayments,1981,1985,Invasive,13,5
Victorian Embayments,1981,1985,Native,28556,1372
Victorian Embayments,1986,1990,Introduced,161,71
Victorian Embayments,1986,1990,Invasive,18,4
Victorian Embayments,1986,1990,Native,38877,1382
Victorian Embayments,1991,1995,Introduced,564,88
Victorian Embayments,1991,1995,Invasive,23,8
Victorian Embayments,1991,1995,Native,35163,1215
Victorian Embayments,1996,2000,Introduced,228,53
Victorian Embayments,1996,2000,Invasive,25,6
Victorian Embayments,1996,2000,Native,39204,1096
Victorian Embayments,2001,2005,Introduced,317,55
Victorian Embayments,2001,2005,Invasive,46,6
Victorian Embayments,2001,2005,Native,41053,1074
Victorian Embayments,2006,2010,Introduced,200,66
Victorian Embayments,2006,2010,Invasive,63,12
Victorian Embayments,2006,2010,Native,59006,1294
Victorian Embayments,2011,2015,Introduced,57,25
Victorian Embayments,2011,2015,Invasive,35,8
Victorian Embayments,2011,2015,Native,45555,1037
Victorian Embayments,2016,2020,Introduced,64,46
Victorian Embayments,2016,2020,Invasive,37,5
Victorian Embayments,2016,2020,Native,73069,1400
WA South Coast,1900,1970,Introduced,39,27
WA South Coast,1900,1970,Native,7231,2174
WA South Coast,1971,1975,Introduced,33,19
WA South Coast,1971,1975,Invasive,1,1
WA South Coast,1971,1975,Native,2736,880
WA South Coast,1976,1980,Introduced,18,14
WA South Coast,1976,1980,Invasive,2,2
WA South Coast,1976,1980,Native,3478,934
WA South Coast,1981,1985,Introduced,12,10
WA South Coast,1981,1985,Native,2895,1179
WA South Coast,1986,1990,Introduced,82,53
WA South Coast,1986,1990,Native,1902,980
WA South Coast,1991,1995,Introduced,45,36
WA South Coast,1991,1995,Native,1415,549
