ibraRegion,yearStart,yearEnd,griisStatus,recordCount,speciesCount
Daly Basin,1991,1995,Invasive,8,3
Daly Basin,1991,1995,Native,3573,768
Daly Basin,1996,2000,Introduced,82,23
Daly Basin,1996,2000,Invasive,9,3
Daly Basin,1996,2000,Native,16096,1275
Daly Basin,2001,2005,Introduced,353,24
Daly Basin,2001,2005,Invasive,253,4
Daly Basin,2001,2005,Native,22323,1026
Daly Basin,2006,2010,Introduced,2042,37
Daly Basin,2006,2010,Invasive,2744,5
Daly Basin,2006,2010,Native,42944,1366
Daly Basin,2011,2015,Introduced,783,23
Daly Basin,2011,2015,Invasive,1522,5
Daly Basin,2011,2015,Native,23348,1144
Daly Basin,2016,2020,Introduced,2029,38
Daly Basin,2016,2020,Invasive,3357,4
Daly Basin,2016,2020,Native,58300,1337
Dampierland,1900,1970,Introduced,72,14
Dampierland,1900,1970,Invasive,2,1
Dampierland,1900,1970,Native,8197,2014
Dampierland,1971,1975,Introduced,15,7
Dampierland,1971,1975,Native,2669,941
Dampierland,1976,1980,Introduced,19,7
Dampierland,1976,1980,Invasive,4,1
Dampierland,1976,1980,Native,7457,1143
Dampierland,1981,1985,Introduced,38,17
Dampierland,1981,1985,Invasive,1,1
Dampierland,1981,1985,Native,5651,1325
Dampierland,1986,1990,Introduced,58,22
Dampierland,1986,1990,Invasive,3,1
Dampierland,1986,1990,Native,3988,1284
Dampierland,1991,1995,Introduced,51,31
Dampierland,1991,1995,Native,4700,1041
Dampierland,1996,2000,Introduced,69,38
Dampierland,1996,2000,Invasive,2,2
Dampierland,1996,2000,Native,34502,909
Dampierland,2001,2005,Introduced,50,26
Dampierland,2001,2005,Native,34916,1087
Dampierland,2006,2010,Introduced,30,19
Dampierland,2006,2010,Native,33328,945
Dampierland,2011,2015,Introduced,25,13
Dampierland,2011,2015,Native,72102,985
Dampierland,2016,2020,Introduced,28,17
Dampierland,2016,2020,Invasive,2,2
Dampierland,2016,2020,Native,214724,738
Darling Riverine Plains,1900,1970,Introduced,615,124
Darling Riverine Plains,1900,1970,Invasive,27,9
Darling Riverine Plains,1900,1970,Native,26377,2417
Darling Riverine Plains,1971,1975,Introduced,134,56
Darling Riverine Plains,1971,1975,Invasive,19,5
Darling Riverine Plains,1971,1975,Native,6737,1247
Darling Riverine Plains,1976,1980,Introduced,159,58
Darling Riverine Plains,1976,1980,Invasive,26,9
Darling Riverine Plains,1976,1980,Native,36266,1302
Darling Riverine Plains,1981,1985,Introduced,83,39
Darling Riverine Plains,1981,1985,Invasive,17,9
Darling Riverine Plains,1981,1985,Native,9227,942
Darling Riverine Plains,1986,1990,Introduced,741,75
Darling Riverine Plains,1986,1990,Invasive,172,10
Darling Riverine Plains,1986,1990,Native,21262,1263
Darling Riverine Plains,1991,1995,Introduced,1001,90
Darling Riverine Plains,1991,1995,Invasive,121,9
Darling Riverine Plains,1991,1995,Native,22620,1232
Darling Riverine Plains,1996,2000,Introduced,1873,117
Darling Riverine Plains,1996,2000,Invasive,454,11
Darling Riverine Plains,1996,2000,Native,62107,1681
Darling Riverine Plains,2001,2005,Introduced,1702,126
Darling Riverine Plains,2001,2005,Invasive,481,10
Darling Riverine Plains,2001,2005,Native,50838,1560
Darling Riverine Plains,2006,2010,Introduced,1149,100
Darling Riverine Plains,2006,2010,Invasive,1033,9
Darling Riverine Plains,2006,2010,Native,55816,1343
Darling Riverine Plains,2011,2015,Introduced,1818,102
Darling Riverine Plains,2011,2015,Invasive,1197,12
Darling Riverine Plains,2011,2015,Native,112243,1877
Darling Riverine Plains,2016,2020,Introduced,916,94
Darling Riverine Plains,2016,2020,Invasive,92,8
Darling Riverine Plains,2016,2020,Native,109650,1153
Darwin Coastal,1900,1970,Introduced,603,50
Darwin Coastal,1900,1970,Invasive,532,6
Darwin Coastal,1900,1970,Native,13420,2780
Darwin Coastal,1971,1975,Introduced,129,34
Darwin Coastal,1971,1975,Invasive,30,5
Darwin Coastal,1971,1975,Native,10087,2244
Darwin Coastal,1976,1980,Introduced,127,33
Darwin Coastal,1976,1980,Invasive,17,5
Darwin Coastal,1976,1980,Native,36455,2200
Darwin Coastal,1981,1985,Introduced,113,44
Darwin Coastal,1981,1985,Invasive,74,7
Darwin Coastal,1981,1985,Native,32173,2670
Darwin Coastal,1986,1990,Introduced,318,41
Darwin Coastal,1986,1990,Invasive,78,7
Darwin Coastal,1986,1990,Native,45640,2255
Darwin Coastal,1991,1995,Introduced,233,61
Darwin Coastal,1991,1995,Invasive,124,6
Darwin Coastal,1991,1995,Native,82613,2712
Darwin Coastal,1996,2000,Introduced,454,77
Darwin Coastal,1996,2000,Invasive,725,8
Darwin Coastal,1996,2000,Native,109299,2668
Darwin Coastal,2001,2005,Introduced,396,82
Darwin Coastal,2001,2005,Invasive,8133,9
Darwin Coastal,2001,2005,Native,81714,2542
Darwin Coastal,2006,2010,Introduced,760,63
Darwin Coastal,2006,2010,Invasive,7035,10
Darwin Coastal,2006,2010,Native,72633,2145
Darwin Coastal,2011,2015,Introduced,525,67
Darwin Coastal,2011,2015,Invasive,9650,10
Darwin Coastal,2011,2015,Native,119737,2240
Darwin Coastal,2016,2020,Introduced,59,32
Darwin Coastal,2016,2020,Invasive,1659,5
Darwin Coastal,2016,2020,Native,293600,1855
Davenport Murchison Ranges,1900,1970,Introduced,17,6
Davenport Murchison Ranges,1900,1970,Invasive,35,3
Davenport Murchison Ranges,1900,1970,Native,5342,994
Davenport Murchison Ranges,1971,1975,Introduced,2,2
Davenport Murchison Ranges,1971,1975,Invasive,1,1
Davenport Murchison Ranges,1971,1975,Native,1264,452
Davenport Murchison Ranges,1976,1980,Introduced,10,7
Davenport Murchison Ranges,1976,1980,Invasive,2,1
Davenport Murchison Ranges,1976,1980,Native,3474,633
Davenport Murchison Ranges,1981,1985,Introduced,11,7
Davenport Murchison Ranges,1981,1985,Invasive,43,3
Davenport Murchison Ranges,1981,1985,Native,3541,721
Davenport Murchison Ranges,1986,1990,Introduced,2,1
Davenport Murchison Ranges,1986,1990,Invasive,5,3
Davenport Murchison Ranges,1986,1990,Native,1664,422
Davenport Murchison Ranges,1991,1995,Introduced,5,3
Davenport Murchison Ranges,1991,1995,Invasive,4,2
Davenport Murchison Ranges,1991,1995,Native,3139,698
Davenport Murchison Ranges,1996,2000,Introduced,7,6
Davenport Murchison Ranges,1996,2000,Invasive,14,3
Davenport Murchison Ranges,1996,2000,Native,3053,578
Davenport Murchison Ranges,2001,2005,Introduced,18,9
Davenport Murchison Ranges,2001,2005,Invasive,26,2
Davenport Murchison Ranges,2001,2005,Native,7823,706
Davenport Murchison Ranges,2006,2010,Introduced,13,9
Davenport Murchison Ranges,2006,2010,Invasive,282,3
Davenport Murchison Ranges,2006,2010,Native,5473,771
Davenport Murchison Ranges,2011,2015,Introduced,15,8
Davenport Murchison Ranges,2011,2015,Invasive,278,4
Davenport Murchison Ranges,2011,2015,Native,5922,633
Davenport Murchison Ranges,2016,2020,Introduced,2,2
Davenport Murchison Ranges,2016,2020,Invasive,5,1
Davenport Murchison Ranges,2016,2020,Native,16137,500
Desert Uplands,1900,1970,Introduced,20,11
Desert Uplands,1900,1970,Invasive,1,1
Desert Uplands,1900,1970,Native,3898,977
Desert Uplands,1971,1975,Introduced,17,9
Desert Uplands,1971,1975,Invasive,5,5
Desert Uplands,1971,1975,Native,2070,554
Desert Uplands,1976,1980,Introduced,7,5
Desert Uplands,1976,1980,Invasive,4,1
Desert Uplands,1976,1980,Native,3202,552
Desert Uplands,1981,1985,Introduced,4,4
Desert Uplands,1981,1985,Invasive,4,2
Desert Uplands,1981,1985,Native,2244,646
Desert Uplands,1986,1990,Introduced,9,6
Desert Uplands,1986,1990,Invasive,4,1
Desert Uplands,1986,1990,Native,1737,657
Desert Uplands,1991,1995,Introduced,15,11
Desert Uplands,1991,1995,Invasive,2,2
Desert Uplands,1991,1995,Native,3104,989
Desert Uplands,1996,2000,Introduced,19,15
Desert Uplands,1996,2000,Invasive,17,3
Desert Uplands,1996,2000,Native,9788,1231
Desert Uplands,2001,2005,Introduced,28,20
Desert Uplands,2001,2005,Invasive,605,4
Desert Uplands,2001,2005,Native,6498,1035
Desert Uplands,2006,2010,Introduced,16,10
Desert Uplands,2006,2010,Invasive,37,3
Desert Uplands,2006,2010,Native,6240,925
Desert Uplands,2011,2015,Introduced,12,10
Desert Uplands,2011,2015,Invasive,210,6
Desert Uplands,2011,2015,Native,11050,764
Desert Uplands,2016,2020,Introduced,12,11
Desert Uplands,2016,2020,Invasive,12,5
Desert Uplands,2016,2020,Native,8026,620
Einasleigh Uplands,1900,1970,Introduced,211,76
Einasleigh Uplands,1900,1970,Invasive,15,3
Einasleigh Uplands,1900,1970,Native,15174,3708
Einasleigh Uplands,1971,1975,Introduced,100,32
Einasleigh Uplands,1971,1975,Invasive,12,4
Einasleigh Uplands,1971,1975,Native,8634,1988
Einasleigh Uplands,1976,1980,Introduced,40,24
Einasleigh Uplands,1976,1980,Invasive,11,3
Einasleigh Uplands,1976,1980,Native,16721,2050
Einasleigh Uplands,1981,1985,Introduced,131,38
Einasleigh Uplands,1981,1985,Invasive,10,3
Einasleigh Uplands,1981,1985,Native,8732,1972
Einasleigh Uplands,1986,1990,Introduced,105,42
Einasleigh Uplands,1986,1990,Invasive,23,5
Einasleigh Uplands,1986,1990,Native,9590,2187
Einasleigh Uplands,1991,1995,Introduced,197,61
Einasleigh Uplands,1991,1995,Invasive,19,4
Einasleigh Uplands,1991,1995,Native,11684,2313
Einasleigh Uplands,1996,2000,Introduced,179,53
Einasleigh Uplands,1996,2000,Invasive,215,7
Einasleigh Uplands,1996,2000,Native,32789,2381
Einasleigh Uplands,2001,2005,Introduced,285,71
Einasleigh Uplands,2001,2005,Invasive,8144,6
Einasleigh Uplands,2001,2005,Native,40818,2631
Einasleigh Uplands,2006,2010,Introduced,338,99
Einasleigh Uplands,2006,2010,Invasive,17953,6
Einasleigh Uplands,2006,2010,Native,42693,3402
Einasleigh Uplands,2011,2015,Introduced,168,53
Einasleigh Uplands,2011,2015,Invasive,117,7
Einasleigh Uplands,2011,2015,Native,82354,1973
Einasleigh Uplands,2016,2020,Introduced,153,55
Einasleigh Uplands,2016,2020,Invasive,43,9
Einasleigh Uplands,2016,2020,Native,142244,2185
Esperance Plains,1900,1970,Introduced,65,28
Esperance Plains,1900,1970,Invasive,5,3
Esperance Plains,1900,1970,Native,24778,3389
Esperance Plains,1971,1975,Introduced,67,38
Esperance Plains,1971,1975,Invasive,4,1
Esperance Plains,1971,1975,Native,7478,2105
Esperance Plains,1976,1980,Introduced,19,14
Esperance Plains,1976,1980,Invasive,2,2
Esperance Plains,1976,1980,Native,12719,2438
Esperance Plains,1981,1985,Introduced,80,47
Esperance Plains,1981,1985,Invasive,4,2
Esperance Plains,1981,1985,Native,14602,2398
Esperance Plains,1986,1990,Introduced,84,43
Esperance Plains,1986,1990,Invasive,13,2
Esperance Plains,1986,1990,Native,10142,2220
Esperance Plains,1991,1995,Introduced,39,21
Esperance Plains,1991,1995,Invasive,2,2
Esperance Plains,1991,1995,Native,7054,2112
Esperance Plains,1996,2000,Introduced,312,84
Esperance Plains,1996,2000,Invasive,8,2
Esperance Plains,1996,2000,Native,28588,2560
Esperance Plains,2001,2005,Introduced,50,40
Esperance Plains,2001,2005,Invasive,2,2
Esperance Plains,2001,2005,Native,29352,2461
Esperance Plains,2006,2010,Introduced,36,16
Esperance Plains,2006,2010,Invasive,1,1
Esperance Plains,2006,2010,Native,27378,2287
Esperance Plains,2011,2015,Introduced,43,27
Esperance Plains,2011,2015,Invasive,1,1
Esperance Plains,2011,2015,Native,31064,2376
Esperance Plains,2016,2020,Introduced,66,17
Esperance Plains,2016,2020,Invasive,3,3
Esperance Plains,2016,2020,Native,57894,1967
Eyre Yorke Block,1900,1970,Introduced,2444,296
Eyre Yorke Block,1900,1970,Invasive,140,11
Eyre Yorke Block,1900,1970,Native,85269,3960
Eyre Yorke Block,1971,1975,Introduced,492,140
Eyre Yorke Block,1971,1975,Invasive,29,7
Eyre Yorke Block,1971,1975,Native,27726,2359
Eyre Yorke Block,1976,1980,Introduced,755,133
Eyre Yorke Block,1976,1980,Invasive,141,6
Eyre Yorke Block,1976,1980,Native,39141,2333
Eyre Yorke Block,1981,1985,Introduced,781,141
Eyre Yorke Block,1981,1985,Invasive,252,8
Eyre Yorke Block,1981,1985,Native,51263,2445
Eyre Yorke Block,1986,1990,Introduced,688,149
Eyre Yorke Block,1986,1990,Invasive,106,10
Eyre Yorke Block,1986,1990,Native,41370,2092
Eyre Yorke Block,1991,1995,Introduced,3603,147
Eyre Yorke Block,1991,1995,Invasive,473,6
Eyre Yorke Block,1991,1995,Native,59958,2282
Eyre Yorke Block,1996,2000,Introduced,23575,183
Eyre Yorke Block,1996,2000,Invasive,2386,12
Eyre Yorke Block,1996,2000,Native,137161,2170
Eyre Yorke Block,2001,2005,Introduced,32010,189
Eyre Yorke Block,2001,2005,Invasive,2867,13
Eyre Yorke Block,2001,2005,Native,189251,2249
Eyre Yorke Block,2006,2010,Introduced,6116,152
Eyre Yorke Block,2006,2010,Invasive,4388,12
Eyre Yorke Block,2006,2010,Native,112369,1984
Eyre Yorke Block,2011,2015,Introduced,5957,196
Eyre Yorke Block,2011,2015,Invasive,20280,12
Eyre Yorke Block,2011,2015,Native,140432,2116
Eyre Yorke Block,2016,2020,Introduced,2000,153
Eyre Yorke Block,2016,2020,Invasive,12988,14
Eyre Yorke Block,2016,2020,Native,138644,2381
Finke,1900,1970,Introduced,187,30
Finke,1900,1970,Invasive,46,3
Finke,1900,1970,Native,10180,1218
Finke,1971,1975,Introduced,23,12
Finke,1971,1975,Invasive,156,1
Finke,1971,1975,Native,3019,819
Finke,1976,1980,Introduced,28,16
Finke,1976,1980,Invasive,2,1
Finke,1976,1980,Native,5766,745
Finke,1981,1985,Introduced,17,11
Finke,1981,1985,Invasive,19,4
Finke,1981,1985,Native,4065,557
Finke,1986,1990,Introduced,25,14
Finke,1986,1990,Invasive,41,3
Finke,1986,1990,Native,8077,763
Finke,1991,1995,Introduced,45,16
Finke,1991,1995,Invasive,25,3
Finke,1991,1995,Native,7081,857
Finke,1996,2000,Introduced,154,28
Finke,1996,2000,Invasive,249,5
Finke,1996,2000,Native,22752,1088
Finke,2001,2005,Introduced,219,28
Finke,2001,2005,Invasive,634,5
Finke,2001,2005,Native,28498,986
Finke,2006,2010,Introduced,33,20
Finke,2006,2010,Invasive,51,3
Finke,2006,2010,Native,11675,583
Finke,2011,2015,Introduced,61,21
Finke,2011,2015,Invasive,361,4
Finke,2011,2015,Native,20389,1264
Finke,2016,2020,Introduced,6,4
Finke,2016,2020,Invasive,11,2
Finke,2016,2020,Native,15232,595
Flinders Lofty Block,1900,1970,Introduced,6358,447
Flinders Lofty Block,1900,1970,Invasive,175,11
Flinders Lofty Block,1900,1970,Native,78780,4851
Flinders Lofty Block,1971,1975,Introduced,1287,247
Flinders Lofty Block,1971,1975,Invasive,72,8
Flinders Lofty Block,1971,1975,Native,23412,2836
Flinders Lofty Block,1976,1980,Introduced,2100,275
Flinders Lofty Block,1976,1980,Invasive,171,11
Flinders Lofty Block,1976,1980,Native,53032,2860
Flinders Lofty Block,1981,1985,Introduced,1197,271
Flinders Lofty Block,1981,1985,Invasive,203,11
Flinders Lofty Block,1981,1985,Native,98696,2550
Flinders Lofty Block,1986,1990,Introduced,5316,373
Flinders Lofty Block,1986,1990,Invasive,235,11
Flinders Lofty Block,1986,1990,Native,116664,2779
Flinders Lofty Block,1991,1995,Introduced,6806,385
Flinders Lofty Block,1991,1995,Invasive,630,16
Flinders Lofty Block,1991,1995,Native,95855,2778
Flinders Lofty Block,1996,2000,Introduced,48553,401
Flinders Lofty Block,1996,2000,Invasive,3177,16
Flinders Lofty Block,1996,2000,Native,257563,2988
Flinders Lofty Block,2001,2005,Introduced,40029,342
Flinders Lofty Block,2001,2005,Invasive,4675,27
Flinders Lofty Block,2001,2005,Native,290898,2730
Flinders Lofty Block,2006,2010,Introduced,16698,336
Flinders Lofty Block,2006,2010,Invasive,5554,21
Flinders Lofty Block,2006,2010,Native,215658,2643
Flinders Lofty Block,2011,2015,Introduced,12700,384
Flinders Lofty Block,2011,2015,Invasive,4517,22
Flinders Lofty Block,2011,2015,Native,224374,3501
Flinders Lofty Block,2016,2020,Introduced,12548,400
Flinders Lofty Block,2016,2020,Invasive,3513,22
Flinders Lofty Block,2016,2020,Native,317840,4565
Furneaux,1900,1970,Introduced,427,139
Furneaux,1900,1970,Invasive,13,3
Furneaux,1900,1970,Native,18562,3207
Furneaux,1971,1975,Introduced,205,78
Furneaux,1971,1975,Invasive,15,3
Furneaux,1971,1975,Native,6262,1733
Furneaux,1976,1980,Introduced,81,44
Furneaux,1976,1980,Invasive,46,5
Furneaux,1976,1980,Native,11399,1639
Furneaux,1981,1985,Introduced,431,104
Furneaux,1981,1985,Invasive,8,4
Furneaux,1981,1985,Native,10546,2004
Furneaux,1986,1990,Introduced,272,99
Furneaux,1986,1990,Invasive,14,4
Furneaux,1986,1990,Native,10428,1669
Furneaux,1991,1995,Introduced,62,10
Furneaux,1991,1995,Invasive,1,1
Furneaux,1991,1995,Native,10343,1685
Furneaux,1996,2000,Introduced,219,74
Furneaux,1996,2000,Invasive,6,2
Furneaux,1996,2000,Native,42131,2116
Furneaux,2001,2005,Introduced,170,101
Furneaux,2001,2005,Invasive,5,4
Furneaux,2001,2005,Native,37158,2029
Furneaux,2006,2010,Introduced,185,109
Furneaux,2006,2010,Invasive,20,5
Furneaux,2006,2010,Native,27315,2143
Furneaux,2011,2015,Introduced,97,61
Furneaux,2011,2015,Invasive,4,3
Furneaux,2011,2015,Native,37991,2344
Furneaux,2016,2020,Introduced,213,101
Furneaux,2016,2020,Invasive,14,5
Furneaux,2016,2020,Native,76009,2547
Gascoyne,1900,1970,Introduced,10,8
Gascoyne,1900,1970,Invasive,1,1
Gascoyne,1900,1970,Native,2717,939
Gascoyne,1971,1975,Introduced,10,7
Gascoyne,1971,1975,Native,1552,638
Gascoyne,1976,1980,Introduced,5,4
Gascoyne,1976,1980,Native,3865,619
Gascoyne,1981,1985,Introduced,2,2
Gascoyne,1981,1985,Invasive,1,1
Gascoyne,1981,1985,Native,1349,528
Gascoyne,1986,1990,Introduced,1,1
Gascoyne,1986,1990,Native,1060,425
Gascoyne,1991,1995,Introduced,12,10
Gascoyne,1991,1995,Native,1655,700
Gascoyne,1996,2000,Introduced,4,3
Gascoyne,1996,2000,Native,4668,590
Gascoyne,2001,2005,Introduced,25,10
Gascoyne,2001,2005,Native,11578,1032
Gascoyne,2006,2010,Introduced,2,2
Gascoyne,2006,2010,Native,8820,800
Gascoyne,2011,2015,Introduced,3,3
Gascoyne,2011,2015,Native,6593,659
Gascoyne,2016,2020,Introduced,4,4
Gascoyne,2016,2020,Native,5969,372
Gawler,1900,1970,Introduced,322,60
Gawler,1900,1970,Invasive,2,2
Gawler,1900,1970,Native,18967,1839
Gawler,1971,1975,Introduced,199,57
Gawler,1971,1975,Invasive,6,3
Gawler,1971,1975,Native,7249,1394
Gawler,1976,1980,Introduced,42,24
Gawler,1976,1980,Invasive,30,4
Gawler,1976,1980,Native,10074,1099
Gawler,1981,1985,Introduced,650,49
Gawler,1981,1985,Invasive,96,9
Gawler,1981,1985,Native,23639,1306
Gawler,1986,1990,Introduced,176,62
Gawler,1986,1990,Invasive,92,9
Gawler,1986,1990,Native,10987,1396
Gawler,1991,1995,Introduced,135,58
Gawler,1991,1995,Invasive,159,5
Gawler,1991,1995,Native,12380,1283
Gawler,1996,2000,Introduced,513,53
Gawler,1996,2000,Invasive,289,4
Gawler,1996,2000,Native,30854,1421
Gawler,2001,2005,Introduced,1871,50
Gawler,2001,2005,Invasive,510,11
Gawler,2001,2005,Native,25418,1147
Gawler,2006,2010,Introduced,424,51
Gawler,2006,2010,Invasive,468,11
Gawler,2006,2010,Native,31710,1388
Gawler,2011,2015,Introduced,380,42
Gawler,2011,2015,Invasive,592,5
Gawler,2011,2015,Native,37237,1301
Gawler,2016,2020,Introduced,1381,45
Gawler,2016,2020,Invasive,1508,7
Gawler,2016,2020,Native,46387,1277
Geraldton Sandplains,1900,1970,Introduced,43,31
Geraldton Sandplains,1900,1970,Invasive,3,1
Geraldton Sandplains,1900,1970,Native,16731,3038
Geraldton Sandplains,1971,1975,Introduced,20,15
Geraldton Sandplains,1971,1975,Invasive,1,1
Geraldton Sandplains,1971,1975,Native,6296,1760
Geraldton Sandplains,1976,1980,Introduced,39,20
Geraldton Sandplains,1976,1980,Native,13333,2156
Geraldton Sandplains,1981,1985,Introduced,69,38
Geraldton Sandplains,1981,1985,Invasive,4,2
Geraldton Sandplains,1981,1985,Native,13421,2221
Geraldton Sandplains,1986,1990,Introduced,38,16
Geraldton Sandplains,1986,1990,Invasive,1,1
Geraldton Sandplains,1986,1990,Native,6370,1602
Geraldton Sandplains,1991,1995,Introduced,41,26
Geraldton Sandplains,1991,1995,Invasive,1,1
Geraldton Sandplains,1991,1995,Native,8510,2094
Geraldton Sandplains,1996,2000,Introduced,417,77
Geraldton Sandplains,1996,2000,Invasive,6,4
Geraldton Sandplains,1996,2000,Native,22096,2572
Geraldton Sandplains,2001,2005,Introduced,131,62
Geraldton Sandplains,2001,2005,Invasive,9,3
Geraldton Sandplains,2001,2005,Native,17854,2297
Geraldton Sandplains,2006,2010,Introduced,36,28
Geraldton Sandplains,2006,2010,Invasive,7,2
Geraldton Sandplains,2006,2010,Native,12389,1713
Geraldton Sandplains,2011,2015,Introduced,26,18
Geraldton Sandplains,2011,2015,Native,13101,1860
Geraldton Sandplains,2016,2020,Introduced,30,18
Geraldton Sandplains,2016,2020,Invasive,5,5
Geraldton Sandplains,2016,2020,Native,20096,1518
Gibson Desert,1900,1970,Native,1298,461
Gibson Desert,1971,1975,Native,489,240
Gibson Desert,1976,1980,Introduced,1,1
Gibson Desert,1976,1980,Native,892,217
Gibson Desert,1981,1985,Introduced,1,1
Gibson Desert,1981,1985,Native,723,275
Gibson Desert,1986,1990,Native,311,164
Gibson Desert,1991,1995,Invasive,5,1
Gibson Desert,1991,1995,Native,494,205
Gibson Desert,1996,2000,Native,2180,334
Gibson Desert,2001,2005,Introduced,1,1
Gibson Desert,2001,2005,Invasive,1,1
Gibson Desert,2001,2005,Native,3447,463
Gibson Desert,2006,2010,Introduced,1,1
Gibson Desert,2006,2010,Native,1241,277
Gibson Desert,2011,2015,Introduced,1,1
Gibson Desert,2011,2015,Native,2014,408
Gibson Desert,2016,2020,Invasive,1,1
Gibson Desert,2016,2020,Native,1624,357
Great Sandy Desert,1900,1970,Introduced,23,12
Great Sandy Desert,1900,1970,Invasive,6,2
Great Sandy Desert,1900,1970,Native,6915,1282
Great Sandy Desert,1971,1975,Introduced,17,9
Great Sandy Desert,1971,1975,Invasive,66,1
Great Sandy Desert,1971,1975,Native,3734,1020
Great Sandy Desert,1976,1980,Introduced,16,8
Great Sandy Desert,1976,1980,Invasive,1,1
Great Sandy Desert,1976,1980,Native,6145,974
Great Sandy Desert,1981,1985,Introduced,9,7
Great Sandy Desert,1981,1985,Invasive,51,3
Great Sandy Desert,1981,1985,Native,3779,810
Great Sandy Desert,1986,1990,Introduced,21,8
Great Sandy Desert,1986,1990,Invasive,275,3
Great Sandy Desert,1986,1990,Native,11645,1028
Great Sandy Desert,1991,1995,Introduced,4,4
Great Sandy Desert,1991,1995,Invasive,187,3
Great Sandy Desert,1991,1995,Native,3681,609
Great Sandy Desert,1996,2000,Introduced,10,8
Great Sandy Desert,1996,2000,Invasive,90,2
Great Sandy Desert,1996,2000,Native,8492,1083
Great Sandy Desert,2001,2005,Introduced,14,8
Great Sandy Desert,2001,2005,Invasive,325,2
Great Sandy Desert,2001,2005,Native,22603,1209
Great Sandy Desert,2006,2010,Introduced,17,11
Great Sandy Desert,2006,2010,Invasive,20,4
Great Sandy Desert,2006,2010,Native,17365,921
Great Sandy Desert,2011,2015,Introduced,16,9
Great Sandy Desert,2011,2015,Invasive,871,3
Great Sandy Desert,2011,2015,Native,19039,1287
Great Sandy Desert,2016,2020,Introduced,9,5
Great Sandy Desert,2016,2020,Invasive,76,3
Great Sandy Desert,2016,2020,Native,21339,1008
Great Victoria Desert,1900,1970,Introduced,60,18
Great Victoria Desert,1900,1970,Invasive,4,2
Great Victoria Desert,1900,1970,Native,10782,1388
Great Victoria Desert,1971,1975,Introduced,9,8
Great Victoria Desert,1971,1975,Invasive,1,1
Great Victoria Desert,1971,1975,Native,2495,716
Great Victoria Desert,1976,1980,Introduced,31,6
Great Victoria Desert,1976,1980,Invasive,3,2
Great Victoria Desert,1976,1980,Native,8136,1127
Great Victoria Desert,1981,1985,Introduced,7,5
Great Victoria Desert,1981,1985,Invasive,74,5
Great Victoria Desert,1981,1985,Native,4838,871
Great Victoria Desert,1986,1990,Introduced,160,33
Great Victoria Desert,1986,1990,Invasive,55,4
Great Victoria Desert,1986,1990,Native,14652,1122
Great Victoria Desert,1991,1995,Introduced,31,15
Great Victoria Desert,1991,1995,Invasive,109,4
Great Victoria Desert,1991,1995,Native,10985,1175
Great Victoria Desert,1996,2000,Introduced,58,16
Great Victoria Desert,1996,2000,Invasive,83,4
Great Victoria Desert,1996,2000,Native,16534,1104
Great Victoria Desert,2001,2005,Introduced,85,8
Great Victoria Desert,2001,2005,Invasive,443,3
Great Victoria Desert,2001,2005,Native,27364,1128
Great Victoria Desert,2006,2010,Introduced,33,14
Great Victoria Desert,2006,2010,Invasive,1027,5
Great Victoria Desert,2006,2010,Native,25696,1268
Great Victoria Desert,2011,2015,Introduced,14,9
Great Victoria Desert,2011,2015,Invasive,832,4
Great Victoria Desert,2011,2015,Native,18552,871
Great Victoria Desert,2016,2020,Introduced,16,6
Great Victoria Desert,2016,2020,Invasive,16,4
Great Victoria Desert,2016,2020,Native,10771,1127
Gulf Coastal,1900,1970,Introduced,54,7
Gulf Coastal,1900,1970,Invasive,12,3
Gulf Coastal,1900,1970,Native,1712,589
Gulf Coastal,1971,1975,Introduced,6,3
Gulf Coastal,1971,1975,Invasive,1,1
Gulf Coastal,1971,1975,Native,1448,622
Gulf Coastal,1976,1980,Introduced,8,4
Gulf Coastal,1976,1980,Invasive,3,1
Gulf Coastal,1976,1980,Native,1967,666
Gulf Coastal,1981,1985,Introduced,13,11
Gulf Coastal,1981,1985,Invasive,3,2
Gulf Coastal,1981,1985,Native,2135,694
Gulf Coastal,1986,1990,Introduced,11,7
Gulf Coastal,1986,1990,Invasive,8,4
Gulf Coastal,1986,1990,Native,8069,1100
Gulf Coastal,1991,1995,Introduced,6,5
Gulf Coastal,1991,1995,Invasive,6,3
Gulf Coastal,1991,1995,Native,2997,720
Gulf Coastal,1996,2000,Introduced,12,6
Gulf Coastal,1996,2000,Invasive,17,2
Gulf Coastal,1996,2000,Native,5132,646
Gulf Coastal,2001,2005,Introduced,70,24
Gulf Coastal,2001,2005,Invasive,220,5
Gulf Coastal,2001,2005,Native,3926,512
Gulf Coastal,2006,2010,Introduced,33,7
Gulf Coastal,2006,2010,Invasive,545,4
Gulf Coastal,2006,2010,Native,7638,1094
Gulf Coastal,2011,2015,Introduced,107,13
Gulf Coastal,2011,2015,Invasive,350,3
Gulf Coastal,2011,2015,Native,9686,692
Gulf Coastal,2016,2020,Introduced,2,2
Gulf Coastal,2016,2020,Invasive,39,4
Gulf Coastal,2016,2020,Native,6090,524
Gulf Fall and Uplands,1900,1970,Introduced,151,18
Gulf Fall and Uplands,1900,1970,Invasive,42,3
Gulf Fall and Uplands,1900,1970,Native,6575,1521
Gulf Fall and Uplands,1971,1975,Introduced,34,15
Gulf Fall and Uplands,1971,1975,Invasive,2,1
Gulf Fall and Uplands,1971,1975,Native,4743,1239
