ibraRegion,yearStart,yearEnd,griisStatus,recordCount,speciesCount
NSW South Western Slopes,1900,1970,Native,59724,4084
NSW South Western Slopes,1971,1975,Introduced,600,148
NSW South Western Slopes,1971,1975,Invasive,186,7
NSW South Western Slopes,1971,1975,Native,17336,2003
NSW South Western Slopes,1976,1980,Introduced,853,185
NSW South Western Slopes,1976,1980,Invasive,172,17
NSW South Western Slopes,1976,1980,Native,99227,2297
NSW South Western Slopes,1981,1985,Introduced,587,150
NSW South Western Slopes,1981,1985,Invasive,113,13
NSW South Western Slopes,1981,1985,Native,37171,1928
NSW South Western Slopes,1986,1990,Introduced,3364,221
NSW South Western Slopes,1986,1990,Invasive,74,11
NSW South Western Slopes,1986,1990,Native,54068,2405
NSW South Western Slopes,1991,1995,Introduced,7782,243
NSW South Western Slopes,1991,1995,Invasive,247,14
NSW South Western Slopes,1991,1995,Native,82106,2490
NSW South Western Slopes,1996,2000,Introduced,6693,240
NSW South Western Slopes,1996,2000,Invasive,216,14
NSW South Western Slopes,1996,2000,Native,168475,2652
NSW South Western Slopes,2001,2005,Introduced,12670,248
NSW South Western Slopes,2001,2005,Invasive,514,16
NSW South Western Slopes,2001,2005,Native,227549,2777
NSW South Western Slopes,2006,2010,Introduced,5477,238
NSW South Western Slopes,2006,2010,Invasive,992,19
NSW South Western Slopes,2006,2010,Native,178735,2455
NSW South Western Slopes,2011,2015,Introduced,8893,271
NSW South Western Slopes,2011,2015,Invasive,1133,21
NSW South Western Slopes,2011,2015,Native,374044,2883
NSW South Western Slopes,2016,2020,Introduced,7348,272
NSW South Western Slopes,2016,2020,Invasive,512,20
NSW South Western Slopes,2016,2020,Native,536046,2973
Nullarbor,1900,1970,Introduced,93,28
Nullarbor,1900,1970,Invasive,6,3
Nullarbor,1900,1970,Native,5715,947
Nullarbor,1971,1975,Introduced,15,10
Nullarbor,1971,1975,Native,1557,499
Nullarbor,1976,1980,Introduced,39,24
Nullarbor,1976,1980,Native,3682,527
Nullarbor,1981,1985,Introduced,123,22
Nullarbor,1981,1985,Invasive,283,5
Nullarbor,1981,1985,Native,9786,683
Nullarbor,1986,1990,Introduced,31,18
Nullarbor,1986,1990,Invasive,3,1
Nullarbor,1986,1990,Native,1404,461
Nullarbor,1991,1995,Introduced,13,7
Nullarbor,1991,1995,Invasive,2,2
Nullarbor,1991,1995,Native,1211,359
Nullarbor,1996,2000,Introduced,18,6
Nullarbor,1996,2000,Invasive,2,2
Nullarbor,1996,2000,Native,4221,343
Nullarbor,2001,2005,Introduced,50,22
Nullarbor,2001,2005,Invasive,107,4
Nullarbor,2001,2005,Native,5071,595
Nullarbor,2006,2010,Introduced,93,24
Nullarbor,2006,2010,Invasive,835,6
Nullarbor,2006,2010,Native,11977,663
Nullarbor,2011,2015,Introduced,90,33
Nullarbor,2011,2015,Invasive,1175,5
Nullarbor,2011,2015,Native,10353,678
Nullarbor,2016,2020,Introduced,3,3
Nullarbor,2016,2020,Invasive,3,1
Nullarbor,2016,2020,Native,5746,265
Ord Victoria Plain,1900,1970,Introduced,105,19
Ord Victoria Plain,1900,1970,Invasive,99,1
Ord Victoria Plain,1900,1970,Native,5439,1089
Ord Victoria Plain,1971,1975,Introduced,26,13
Ord Victoria Plain,1971,1975,Invasive,4,1
Ord Victoria Plain,1971,1975,Native,2658,873
Ord Victoria Plain,1976,1980,Introduced,51,12
Ord Victoria Plain,1976,1980,Invasive,2,1
Ord Victoria Plain,1976,1980,Native,9834,1058
Ord Victoria Plain,1981,1985,Introduced,12,7
Ord Victoria Plain,1981,1985,Invasive,10,3
Ord Victoria Plain,1981,1985,Native,5477,980
Ord Victoria Plain,1986,1990,Introduced,76,16
Ord Victoria Plain,1986,1990,Invasive,25,3
Ord Victoria Plain,1986,1990,Native,12669,1297
Ord Victoria Plain,1991,1995,Introduced,49,24
Ord Victoria Plain,1991,1995,Invasive,10,2
Ord Victoria Plain,1991,1995,Native,9490,1204
Ord Victoria Plain,1996,2000,Introduced,77,20
Ord Victoria Plain,1996,2000,Invasive,8,5
Ord Victoria Plain,1996,2000,Native,22814,1351
Ord Victoria Plain,2001,2005,Introduced,127,36
Ord Victoria Plain,2001,2005,Invasive,128,4
Ord Victoria Plain,2001,2005,Native,16782,1080
Ord Victoria Plain,2006,2010,Introduced,36,9
Ord Victoria Plain,2006,2010,Invasive,1510,5
Ord Victoria Plain,2006,2010,Native,12700,819
Ord Victoria Plain,2011,2015,Introduced,698,19
Ord Victoria Plain,2011,2015,Invasive,5816,4
Ord Victoria Plain,2011,2015,Native,15754,1051
Ord Victoria Plain,2016,2020,Introduced,60,15
Ord Victoria Plain,2016,2020,Invasive,174,7
Ord Victoria Plain,2016,2020,Native,31228,847
Pacific Subtropical Islands,1900,1970,Introduced,238,86
Pacific Subtropical Islands,1900,1970,Invasive,8,5
Pacific Subtropical Islands,1900,1970,Native,6342,1580
Pacific Subtropical Islands,1971,1975,Introduced,64,34
Pacific Subtropical Islands,1971,1975,Invasive,3,2
Pacific Subtropical Islands,1971,1975,Native,3176,657
Pacific Subtropical Islands,1976,1980,Introduced,50,26
Pacific Subtropical Islands,1976,1980,Invasive,2,1
Pacific Subtropical Islands,1976,1980,Native,3482,818
Pacific Subtropical Islands,1981,1985,Introduced,6,4
Pacific Subtropical Islands,1981,1985,Native,2405,614
Pacific Subtropical Islands,1986,1990,Introduced,39,25
Pacific Subtropical Islands,1986,1990,Invasive,1,1
Pacific Subtropical Islands,1986,1990,Native,640,332
Pacific Subtropical Islands,1991,1995,Introduced,13,10
Pacific Subtropical Islands,1991,1995,Invasive,2,1
Pacific Subtropical Islands,1991,1995,Native,2688,729
Pacific Subtropical Islands,1996,2000,Introduced,170,78
Pacific Subtropical Islands,1996,2000,Invasive,8,1
Pacific Subtropical Islands,1996,2000,Native,6773,792
Pacific Subtropical Islands,2001,2005,Introduced,85,44
Pacific Subtropical Islands,2001,2005,Invasive,7,3
Pacific Subtropical Islands,2001,2005,Native,5009,725
Pacific Subtropical Islands,2006,2010,Introduced,10,5
Pacific Subtropical Islands,2006,2010,Invasive,2,2
Pacific Subtropical Islands,2006,2010,Native,7688,642
Pacific Subtropical Islands,2011,2015,Introduced,297,124
Pacific Subtropical Islands,2011,2015,Invasive,17,4
Pacific Subtropical Islands,2011,2015,Native,17345,814
Pacific Subtropical Islands,2016,2020,Introduced,20,17
Pacific Subtropical Islands,2016,2020,Invasive,77,2
Pacific Subtropical Islands,2016,2020,Native,14179,730
Pilbara,1900,1970,Introduced,26,14
Pilbara,1900,1970,Invasive,1,1
Pilbara,1900,1970,Native,10685,1808
Pilbara,1971,1975,Introduced,11,4
Pilbara,1971,1975,Invasive,1,1
Pilbara,1971,1975,Native,4396,1301
Pilbara,1976,1980,Introduced,27,12
Pilbara,1976,1980,Invasive,2,1
Pilbara,1976,1980,Native,10122,1346
Pilbara,1981,1985,Introduced,32,13
Pilbara,1981,1985,Invasive,1,1
Pilbara,1981,1985,Native,5884,1356
Pilbara,1986,1990,Introduced,12,7
Pilbara,1986,1990,Invasive,1,1
Pilbara,1986,1990,Native,2749,1001
Pilbara,1991,1995,Introduced,45,17
Pilbara,1991,1995,Invasive,1,1
Pilbara,1991,1995,Native,9147,1466
Pilbara,1996,2000,Introduced,50,18
Pilbara,1996,2000,Invasive,1,1
Pilbara,1996,2000,Native,21273,1567
Pilbara,2001,2005,Introduced,28,14
Pilbara,2001,2005,Native,24748,1604
Pilbara,2006,2010,Introduced,65,32
Pilbara,2006,2010,Invasive,2,1
Pilbara,2006,2010,Native,24123,1803
Pilbara,2011,2015,Introduced,64,29
Pilbara,2011,2015,Invasive,1,1
Pilbara,2011,2015,Native,31781,1640
Pilbara,2016,2020,Introduced,38,24
Pilbara,2016,2020,Invasive,7,4
Pilbara,2016,2020,Native,31876,1217
Pine Creek,1900,1970,Introduced,219,32
Pine Creek,1900,1970,Invasive,110,5
Pine Creek,1900,1970,Native,13333,1898
Pine Creek,1971,1975,Introduced,37,20
Pine Creek,1971,1975,Invasive,28,2
Pine Creek,1971,1975,Native,11589,2012
Pine Creek,1976,1980,Introduced,70,24
Pine Creek,1976,1980,Invasive,17,2
Pine Creek,1976,1980,Native,32488,2082
Pine Creek,1981,1985,Introduced,35,21
Pine Creek,1981,1985,Invasive,57,7
Pine Creek,1981,1985,Native,18743,1727
Pine Creek,1986,1990,Introduced,115,31
Pine Creek,1986,1990,Invasive,62,5
Pine Creek,1986,1990,Native,32796,2114
Pine Creek,1991,1995,Introduced,70,26
Pine Creek,1991,1995,Invasive,25,3
Pine Creek,1991,1995,Native,21634,2032
Pine Creek,1996,2000,Introduced,144,26
Pine Creek,1996,2000,Invasive,41,4
Pine Creek,1996,2000,Native,47906,1944
Pine Creek,2001,2005,Introduced,311,53
Pine Creek,2001,2005,Invasive,7464,7
Pine Creek,2001,2005,Native,98837,2302
Pine Creek,2006,2010,Introduced,202,31
Pine Creek,2006,2010,Invasive,15515,8
Pine Creek,2006,2010,Native,35440,1692
Pine Creek,2011,2015,Introduced,145,37
Pine Creek,2011,2015,Invasive,551,6
Pine Creek,2011,2015,Native,56308,1721
Pine Creek,2016,2020,Introduced,44,15
Pine Creek,2016,2020,Invasive,1794,5
Pine Creek,2016,2020,Native,116525,1202
Riverina,1900,1970,Introduced,1935,253
Riverina,1900,1970,Invasive,153,16
Riverina,1900,1970,Native,79612,3602
Riverina,1971,1975,Introduced,398,116
Riverina,1971,1975,Invasive,89,10
Riverina,1971,1975,Native,20488,1703
Riverina,1976,1980,Introduced,1025,179
Riverina,1976,1980,Invasive,261,21
Riverina,1976,1980,Native,136859,1945
Riverina,1981,1985,Introduced,2585,203
Riverina,1981,1985,Invasive,514,13
Riverina,1981,1985,Native,71088,1912
Riverina,1986,1990,Introduced,6666,244
Riverina,1986,1990,Invasive,616,18
Riverina,1986,1990,Native,91813,2226
Riverina,1991,1995,Introduced,8704,239
Riverina,1991,1995,Invasive,937,16
Riverina,1991,1995,Native,106238,2075
Riverina,1996,2000,Introduced,8399,241
Riverina,1996,2000,Invasive,1870,19
Riverina,1996,2000,Native,234944,2126
Riverina,2001,2005,Introduced,17119,244
Riverina,2001,2005,Invasive,2725,16
Riverina,2001,2005,Native,320150,2035
Riverina,2006,2010,Introduced,10254,219
Riverina,2006,2010,Invasive,4220,17
Riverina,2006,2010,Native,263602,1852
Riverina,2011,2015,Introduced,14437,252
Riverina,2011,2015,Invasive,8370,17
Riverina,2011,2015,Native,419493,2903
Riverina,2016,2020,Introduced,19857,230
Riverina,2016,2020,Invasive,2773,18
Riverina,2016,2020,Native,740140,2500
Simpson Strzelecki Dunefields,1900,1970,Introduced,91,26
Simpson Strzelecki Dunefields,1900,1970,Invasive,25,5
Simpson Strzelecki Dunefields,1900,1970,Native,9375,1219
Simpson Strzelecki Dunefields,1971,1975,Introduced,15,8
Simpson Strzelecki Dunefields,1971,1975,Invasive,60,2
Simpson Strzelecki Dunefields,1971,1975,Native,4633,1036
Simpson Strzelecki Dunefields,1976,1980,Introduced,16,9
Simpson Strzelecki Dunefields,1976,1980,Invasive,23,4
Simpson Strzelecki Dunefields,1976,1980,Native,9204,959
Simpson Strzelecki Dunefields,1981,1985,Introduced,21,8
Simpson Strzelecki Dunefields,1981,1985,Invasive,264,4
Simpson Strzelecki Dunefields,1981,1985,Native,8266,903
Simpson Strzelecki Dunefields,1986,1990,Introduced,67,22
Simpson Strzelecki Dunefields,1986,1990,Invasive,73,4
Simpson Strzelecki Dunefields,1986,1990,Native,10018,977
Simpson Strzelecki Dunefields,1991,1995,Introduced,130,16
Simpson Strzelecki Dunefields,1991,1995,Invasive,438,3
Simpson Strzelecki Dunefields,1991,1995,Native,11695,1015
Simpson Strzelecki Dunefields,1996,2000,Introduced,80,17
Simpson Strzelecki Dunefields,1996,2000,Invasive,1295,4
Simpson Strzelecki Dunefields,1996,2000,Native,31653,1013
Simpson Strzelecki Dunefields,2001,2005,Introduced,63,12
Simpson Strzelecki Dunefields,2001,2005,Invasive,582,5
Simpson Strzelecki Dunefields,2001,2005,Native,15490,881
Simpson Strzelecki Dunefields,2006,2010,Introduced,41,17
Simpson Strzelecki Dunefields,2006,2010,Invasive,781,3
Simpson Strzelecki Dunefields,2006,2010,Native,20498,1206
Simpson Strzelecki Dunefields,2011,2015,Introduced,56,14
Simpson Strzelecki Dunefields,2011,2015,Invasive,393,6
Simpson Strzelecki Dunefields,2011,2015,Native,18520,963
Simpson Strzelecki Dunefields,2016,2020,Introduced,26,12
Simpson Strzelecki Dunefields,2016,2020,Invasive,104,5
Simpson Strzelecki Dunefields,2016,2020,Native,23599,751
South East Coastal Plain,1900,1970,Introduced,2510,329
South East Coastal Plain,1900,1970,Invasive,141,11
South East Coastal Plain,1900,1970,Native,137233,7759
South East Coastal Plain,1971,1975,Introduced,1153,178
South East Coastal Plain,1971,1975,Invasive,312,10
South East Coastal Plain,1971,1975,Native,62867,3283
South East Coastal Plain,1976,1980,Introduced,3935,228
South East Coastal Plain,1976,1980,Invasive,441,12
South East Coastal Plain,1976,1980,Native,240237,3424
South East Coastal Plain,1981,1985,Introduced,4902,271
South East Coastal Plain,1981,1985,Invasive,259,14
South East Coastal Plain,1981,1985,Native,151783,3166
South East Coastal Plain,1986,1990,Introduced,9211,342
South East Coastal Plain,1986,1990,Invasive,621,18
South East Coastal Plain,1986,1990,Native,226270,2948
South East Coastal Plain,1991,1995,Introduced,6494,334
South East Coastal Plain,1991,1995,Invasive,453,18
South East Coastal Plain,1991,1995,Native,215795,3036
South East Coastal Plain,1996,2000,Introduced,9871,364
South East Coastal Plain,1996,2000,Invasive,1732,18
South East Coastal Plain,1996,2000,Native,497274,3312
South East Coastal Plain,2001,2005,Introduced,14338,346
South East Coastal Plain,2001,2005,Invasive,2069,21
South East Coastal Plain,2001,2005,Native,512958,2955
South East Coastal Plain,2006,2010,Introduced,18619,394
South East Coastal Plain,2006,2010,Invasive,2061,19
South East Coastal Plain,2006,2010,Native,619586,3932
South East Coastal Plain,2011,2015,Introduced,8035,320
South East Coastal Plain,2011,2015,Invasive,992,19
South East Coastal Plain,2011,2015,Native,1207834,4958
South East Coastal Plain,2016,2020,Introduced,8739,423
South East Coastal Plain,2016,2020,Invasive,1123,23
South East Coastal Plain,2016,2020,Native,2274929,6409
South East Corner,1900,1970,Introduced,1297,212
South East Corner,1900,1970,Invasive,55,10
South East Corner,1900,1970,Native,61560,5346
South East Corner,1971,1975,Introduced,363,117
South East Corner,1971,1975,Invasive,127,3
South East Corner,1971,1975,Native,27890,3541
South East Corner,1976,1980,Introduced,3533,178
South East Corner,1976,1980,Invasive,177,11
South East Corner,1976,1980,Native,165026,3872
South East Corner,1981,1985,Introduced,1165,112
South East Corner,1981,1985,Invasive,256,9
South East Corner,1981,1985,Native,97783,4016
South East Corner,1986,1990,Introduced,3356,167
South East Corner,1986,1990,Invasive,274,11
South East Corner,1986,1990,Native,198942,3557
South East Corner,1991,1995,Introduced,2851,190
South East Corner,1991,1995,Invasive,319,13
South East Corner,1991,1995,Native,210807,3392
South East Corner,1996,2000,Introduced,2618,188
South East Corner,1996,2000,Invasive,194,14
South East Corner,1996,2000,Native,173815,3632
South East Corner,2001,2005,Introduced,2658,201
South East Corner,2001,2005,Invasive,205,16
South East Corner,2001,2005,Native,134784,3438
South East Corner,2006,2010,Introduced,1250,180
South East Corner,2006,2010,Invasive,349,14
South East Corner,2006,2010,Native,128174,3293
South East Corner,2011,2015,Introduced,2290,223
South East Corner,2011,2015,Invasive,618,16
South East Corner,2011,2015,Native,289584,4830
South East Corner,2016,2020,Introduced,1978,271
South East Corner,2016,2020,Invasive,971,17
South East Corner,2016,2020,Native,381167,5509
South Eastern Highlands,1900,1970,Introduced,7094,478
South Eastern Highlands,1900,1970,Invasive,205,14
South Eastern Highlands,1900,1970,Native,204446,10521
South Eastern Highlands,1971,1975,Introduced,1996,248
South Eastern Highlands,1971,1975,Invasive,115,11
South Eastern Highlands,1971,1975,Native,73534,5250
South Eastern Highlands,1976,1980,Introduced,7817,279
South Eastern Highlands,1976,1980,Invasive,359,16
South Eastern Highlands,1976,1980,Native,286150,5800
South Eastern Highlands,1981,1985,Introduced,4694,310
South Eastern Highlands,1981,1985,Invasive,514,12
South Eastern Highlands,1981,1985,Native,143462,5334
South Eastern Highlands,1986,1990,Introduced,8888,331
South Eastern Highlands,1986,1990,Invasive,465,16
South Eastern Highlands,1986,1990,Native,235528,4820
South Eastern Highlands,1991,1995,Introduced,11113,366
South Eastern Highlands,1991,1995,Invasive,714,23
South Eastern Highlands,1991,1995,Native,206080,5013
South Eastern Highlands,1996,2000,Introduced,18734,416
South Eastern Highlands,1996,2000,Invasive,664,19
South Eastern Highlands,1996,2000,Native,421658,5204
South Eastern Highlands,2001,2005,Introduced,20033,414
South Eastern Highlands,2001,2005,Invasive,1055,24
South Eastern Highlands,2001,2005,Native,402427,5659
South Eastern Highlands,2006,2010,Introduced,16797,420
South Eastern Highlands,2006,2010,Invasive,1387,26
South Eastern Highlands,2006,2010,Native,406634,6000
South Eastern Highlands,2011,2015,Introduced,18213,400
South Eastern Highlands,2011,2015,Invasive,3080,22
South Eastern Highlands,2011,2015,Native,1300343,7931
South Eastern Highlands,2016,2020,Introduced,26808,521
South Eastern Highlands,2016,2020,Invasive,1812,24
South Eastern Highlands,2016,2020,Native,2219303,9118
South Eastern Queensland,1900,1970,Introduced,3344,450
South Eastern Queensland,1900,1970,Invasive,192,17
South Eastern Queensland,1900,1970,Native,135217,13460
South Eastern Queensland,1971,1975,Introduced,405,162
South Eastern Queensland,1971,1975,Invasive,99,12
South Eastern Queensland,1971,1975,Native,46363,6357
South Eastern Queensland,1976,1980,Introduced,639,215
South Eastern Queensland,1976,1980,Invasive,143,11
South Eastern Queensland,1976,1980,Native,115975,6796
South Eastern Queensland,1981,1985,Introduced,534,221
South Eastern Queensland,1981,1985,Invasive,123,16
South Eastern Queensland,1981,1985,Native,82312,6729
South Eastern Queensland,1986,1990,Introduced,702,196
South Eastern Queensland,1986,1990,Invasive,186,15
South Eastern Queensland,1986,1990,Native,121115,6017
South Eastern Queensland,1991,1995,Introduced,1130,206
South Eastern Queensland,1991,1995,Invasive,736,16
South Eastern Queensland,1991,1995,Native,204475,6381
South Eastern Queensland,1996,2000,Introduced,1301,288
South Eastern Queensland,1996,2000,Invasive,791,19
South Eastern Queensland,1996,2000,Native,426916,6672
South Eastern Queensland,2001,2005,Introduced,3706,322
South Eastern Queensland,2001,2005,Invasive,1650,22
South Eastern Queensland,2001,2005,Native,558742,6179
South Eastern Queensland,2006,2010,Introduced,3074,295
South Eastern Queensland,2006,2010,Invasive,2477,19
South Eastern Queensland,2006,2010,Native,656440,5980
South Eastern Queensland,2011,2015,Introduced,2406,285
South Eastern Queensland,2011,2015,Invasive,880,23
South Eastern Queensland,2011,2015,Native,1339577,7501
South Eastern Queensland,2016,2020,Introduced,6196,332
South Eastern Queensland,2016,2020,Invasive,2809,33
South Eastern Queensland,2016,2020,Native,3736590,10726
Southern Volcanic Plain,1900,1970,Introduced,2095,348
Southern Volcanic Plain,1900,1970,Invasive,108,15
Southern Volcanic Plain,1900,1970,Native,60184,4752
Southern Volcanic Plain,1971,1975,Introduced,306,114
Southern Volcanic Plain,1971,1975,Invasive,103,8
Southern Volcanic Plain,1971,1975,Native,14760,1428
Southern Volcanic Plain,1976,1980,Introduced,2868,219
Southern Volcanic Plain,1976,1980,Invasive,169,13
Southern Volcanic Plain,1976,1980,Native,105998,2224
Southern Volcanic Plain,1981,1985,Introduced,2332,224
Southern Volcanic Plain,1981,1985,Invasive,264,11
Southern Volcanic Plain,1981,1985,Native,34437,1848
Southern Volcanic Plain,1986,1990,Introduced,10229,271
Southern Volcanic Plain,1986,1990,Invasive,681,12
Southern Volcanic Plain,1986,1990,Native,73381,1844
Southern Volcanic Plain,1991,1995,Introduced,7324,301
Southern Volcanic Plain,1991,1995,Invasive,467,17
Southern Volcanic Plain,1991,1995,Native,64255,2046
Southern Volcanic Plain,1996,2000,Introduced,13411,307
Southern Volcanic Plain,1996,2000,Invasive,2491,16
Southern Volcanic Plain,1996,2000,Native,150884,2058
Southern Volcanic Plain,2001,2005,Introduced,14596,294
Southern Volcanic Plain,2001,2005,Invasive,3337,15
Southern Volcanic Plain,2001,2005,Native,195713,1863
Southern Volcanic Plain,2006,2010,Introduced,22150,319
Southern Volcanic Plain,2006,2010,Invasive,3166,22
Southern Volcanic Plain,2006,2010,Native,240005,2132
Southern Volcanic Plain,2011,2015,Introduced,33160,309
Southern Volcanic Plain,2011,2015,Invasive,2001,19
Southern Volcanic Plain,2011,2015,Native,470800,3169
Southern Volcanic Plain,2016,2020,Introduced,9664,326
Southern Volcanic Plain,2016,2020,Invasive,1089,19
Southern Volcanic Plain,2016,2020,Native,973312,3308
Stony Plains,1900,1970,Introduced,153,38
Stony Plains,1900,1970,Invasive,5,3
Stony Plains,1900,1970,Native,16303,1455
Stony Plains,1971,1975,Introduced,29,14
Stony Plains,1971,1975,Invasive,47,2
Stony Plains,1971,1975,Native,4474,1070
Stony Plains,1976,1980,Introduced,85,32
Stony Plains,1976,1980,Invasive,2,1
Stony Plains,1976,1980,Native,12836,1069
Stony Plains,1981,1985,Introduced,88,23
Stony Plains,1981,1985,Invasive,10,4
Stony Plains,1981,1985,Native,8773,971
Stony Plains,1986,1990,Introduced,126,27
Stony Plains,1986,1990,Invasive,15,4
Stony Plains,1986,1990,Native,9943,1170
Stony Plains,1991,1995,Introduced,209,34
Stony Plains,1991,1995,Invasive,432,5
Stony Plains,1991,1995,Native,30583,1213
Stony Plains,1996,2000,Introduced,128,28
Stony Plains,1996,2000,Invasive,260,5
Stony Plains,1996,2000,Native,33329,1191
Stony Plains,2001,2005,Introduced,67,24
Stony Plains,2001,2005,Invasive,239,4
Stony Plains,2001,2005,Native,21197,994
Stony Plains,2006,2010,Introduced,335,33
Stony Plains,2006,2010,Invasive,197,5
Stony Plains,2006,2010,Native,24675,1022
Stony Plains,2011,2015,Introduced,64,19
Stony Plains,2011,2015,Invasive,725,7
Stony Plains,2011,2015,Native,28292,957
Stony Plains,2016,2020,Introduced,4,3
Stony Plains,2016,2020,Invasive,30,4
Stony Plains,2016,2020,Native,23845,629
Sturt Plateau,1900,1970,Introduced,31,14
Sturt Plateau,1900,1970,Invasive,14,2
Sturt Plateau,1900,1970,Native,2807,809
Sturt Plateau,1971,1975,Introduced,1,1
Sturt Plateau,1971,1975,Native,1009,420
Sturt Plateau,1976,1980,Introduced,7,5
Sturt Plateau,1976,1980,Invasive,4,2
Sturt Plateau,1976,1980,Native,4291,524
Sturt Plateau,1981,1985,Introduced,7,2
Sturt Plateau,1981,1985,Invasive,15,3
Sturt Plateau,1981,1985,Native,5976,638
Sturt Plateau,1986,1990,Introduced,10,6
Sturt Plateau,1986,1990,Invasive,1,1
Sturt Plateau,1986,1990,Native,4368,800
Sturt Plateau,1991,1995,Introduced,36,10
Sturt Plateau,1991,1995,Invasive,9,1
Sturt Plateau,1991,1995,Native,8990,880
Sturt Plateau,1996,2000,Introduced,19,9
Sturt Plateau,1996,2000,Invasive,23,4
Sturt Plateau,1996,2000,Native,12626,907
Sturt Plateau,2001,2005,Introduced,38,10
Sturt Plateau,2001,2005,Invasive,64,3
Sturt Plateau,2001,2005,Native,7880,936
Sturt Plateau,2006,2010,Introduced,239,8
Sturt Plateau,2006,2010,Invasive,515,4
Sturt Plateau,2006,2010,Native,6211,530
Sturt Plateau,2011,2015,Introduced,855,13
Sturt Plateau,2011,2015,Invasive,683,7
Sturt Plateau,2011,2015,Native,8057,653
Sturt Plateau,2016,2020,Introduced,28,12
Sturt Plateau,2016,2020,Invasive,217,4
Sturt Plateau,2016,2020,Native,11160,721
Subantarctic Islands,1900,1970,Introduced,37,2
Subantarctic Islands,1900,1970,Native,3656,291
Subantarctic Islands,1971,1975,Introduced,10,5
Subantarctic Islands,1971,1975,Native,314,119
Subantarctic Islands,1976,1980,Introduced,244,3
Subantarctic Islands,1976,1980,Native,3720,259
Subantarctic Islands,1981,1985,Introduced,58,3
Subantarctic Islands,1981,1985,Invasive,1,1
Subantarctic Islands,1981,1985,Native,1554,213
Subantarctic Islands,1986,1990,Introduced,5,1
Subantarctic Islands,1986,1990,Invasive,5,1
Subantarctic Islands,1986,1990,Native,2042,155
Subantarctic Islands,1991,1995,Introduced,2,1
Subantarctic Islands,1991,1995,Invasive,1,1
Subantarctic Islands,1991,1995,Native,4670,93
Subantarctic Islands,1996,2000,Invasive,23,1
Subantarctic Islands,1996,2000,Native,9150,71
Subantarctic Islands,2001,2005,Introduced,6,2
Subantarctic Islands,2001,2005,Native,9316,137
Subantarctic Islands,2006,2010,Native,734,51
Subantarctic Islands,2011,2015,Introduced,3,2
Subantarctic Islands,2011,2015,Native,1039,65
Subantarctic Islands,2016,2020,Introduced,11,3
Subantarctic Islands,2016,2020,Native,3634,106
Swan Coastal Plain,1900,1970,Introduced,850,220
Swan Coastal Plain,1900,1970,Invasive,26,8
Swan Coastal Plain,1900,1970,Native,29126,4966
Swan Coastal Plain,1971,1975,Introduced,146,75
Swan Coastal Plain,1971,1975,Invasive,10,3
Swan Coastal Plain,1971,1975,Native,5960,2073
Swan Coastal Plain,1976,1980,Introduced,382,147
Swan Coastal Plain,1976,1980,Invasive,9,4
Swan Coastal Plain,1976,1980,Native,14273,2297
Swan Coastal Plain,1981,1985,Introduced,550,180
Swan Coastal Plain,1981,1985,Invasive,15,5
Swan Coastal Plain,1981,1985,Native,17577,2358
Swan Coastal Plain,1986,1990,Introduced,241,131
Swan Coastal Plain,1986,1990,Invasive,5,3
Swan Coastal Plain,1986,1990,Native,8199,2033
Swan Coastal Plain,1991,1995,Introduced,2184,211
Swan Coastal Plain,1991,1995,Invasive,96,4
Swan Coastal Plain,1991,1995,Native,32118,2787
Swan Coastal Plain,1996,2000,Introduced,769,215
Swan Coastal Plain,1996,2000,Invasive,54,5
Swan Coastal Plain,1996,2000,Native,85711,2452
Swan Coastal Plain,2001,2005,Introduced,712,183
Swan Coastal Plain,2001,2005,Invasive,22,7
Swan Coastal Plain,2001,2005,Native,125401,2481
Swan Coastal Plain,2006,2010,Introduced,455,167
Swan Coastal Plain,2006,2010,Invasive,25,7
Swan Coastal Plain,2006,2010,Native,92211,2418
Swan Coastal Plain,2011,2015,Introduced,4122,89
Swan Coastal Plain,2011,2015,Invasive,89,6
Swan Coastal Plain,2011,2015,Native,202304,2739
Swan Coastal Plain,2016,2020,Introduced,833,150
Swan Coastal Plain,2016,2020,Invasive,45,15
Swan Coastal Plain,2016,2020,Native,508387,3426
Sydney Basin,1900,1970,Introduced,8866,567
Sydney Basin,1900,1970,Invasive,361,24
Sydney Basin,1900,1970,Native,263530,13012
Sydney Basin,1971,1975,Introduced,1131,266
Sydney Basin,1971,1975,Invasive,108,13
Sydney Basin,1971,1975,Native,52403,5611
Sydney Basin,1976,1980,Introduced,692,197
Sydney Basin,1976,1980,Invasive,94,15
Sydney Basin,1976,1980,Native,100353,6021
Sydney Basin,1981,1985,Introduced,1052,252
Sydney Basin,1981,1985,Invasive,161,16
Sydney Basin,1981,1985,Native,116499,5457
Sydney Basin,1986,1990,Introduced,1156,245
Sydney Basin,1986,1990,Invasive,210,15
Sydney Basin,1986,1990,Native,153380,5329
Sydney Basin,1991,1995,Introduced,2222,288
Sydney Basin,1991,1995,Invasive,551,17
Sydney Basin,1991,1995,Native,197157,5293
Sydney Basin,1996,2000,Introduced,6170,360
Sydney Basin,1996,2000,Invasive,2130,21
Sydney Basin,1996,2000,Native,538280,5805
Sydney Basin,2001,2005,Introduced,19851,508
Sydney Basin,2001,2005,Invasive,4768,27
Sydney Basin,2001,2005,Native,798027,6324
Sydney Basin,2006,2010,Introduced,25813,526
